                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                 1.0127,                 1.2097,                0.93748,                 0.9954,                0.57711,                0.55563,                0.57766,                0.41789,                0.51477,                0.48204,                0.49184,                0.21073,                 1.0955,                 1.3447,                 1.0653,                 1.0576,                0.00134,                0.00134,                0.00134
                    103,                 1.0079,                 1.1741,                0.92521,                0.99916,                0.53975,                0.52874,                0.52818,                0.38398,                0.49381,                0.45077,                0.45611,                0.20253,                   1.17,                 1.3484,                 1.1787,                  1.101,              0.0013334,              0.0013334,              0.0013334
                    104,                  1.028,                  1.184,                0.91172,                0.99495,                0.59452,                0.57689,                0.60048,                0.44216,                 0.5561,                0.50333,                0.52412,                0.24035,                  1.068,                 1.2343,                 1.0109,                 1.0516,              0.0013268,              0.0013268,              0.0013268
                    105,                 1.0181,                 1.1635,                0.92175,                0.99606,                0.58326,                0.54495,                 0.5658,                0.41959,                0.51472,                0.47082,                0.48054,                0.20906,                 1.0853,                 1.3797,                 1.1067,                 1.0708,              0.0013202,              0.0013202,              0.0013202
                    106,                0.96802,                 1.1255,                0.87565,                0.98319,                0.59457,                 0.5633,                 0.5819,                0.42178,                0.55135,                0.50421,                0.51725,                0.23592,                  1.103,                 1.3168,                 1.0492,                 1.0662,              0.0013136,              0.0013136,              0.0013136
                    107,                 0.9813,                 1.1299,                0.86711,                0.98225,                0.60887,                0.56795,                0.60006,                0.44506,                0.56384,                0.49202,                0.52531,                0.23692,                 1.0545,                  1.259,                0.99927,                 1.0464,               0.001307,               0.001307,               0.001307
                    108,                0.96947,                 1.1143,                0.85889,                0.98517,                 0.5965,                0.56995,                0.59585,                0.43756,                0.56457,                0.51903,                0.54585,                0.25794,                 1.0615,                 1.2547,                 1.0045,                  1.046,              0.0013004,              0.0013004,              0.0013004
                    109,                 1.0197,                 1.1407,                 1.3321,                0.99145,                0.57914,                0.53229,                0.56068,                0.40549,                0.52686,                0.46484,                0.48301,                0.21453,                  1.131,                 1.3205,                 1.0801,                 1.0663,              0.0012938,              0.0012938,              0.0012938
                    110,                0.98684,                 1.1655,                0.92118,                0.99747,                0.60561,                0.58458,                 0.6026,                0.44203,                0.55616,                0.52385,                0.52973,                0.23924,                 1.0435,                 1.2512,                 1.0299,                 1.0581,              0.0012872,              0.0012872,              0.0012872
                    111,                0.94532,                 1.1014,                0.85732,                0.97401,                0.56043,                0.53963,                0.54673,                0.40187,                 0.5014,                0.46362,                0.46666,                0.20288,                 1.0907,                 1.3696,                 1.1096,                 1.0667,              0.0012806,              0.0012806,              0.0012806
                    112,                0.96741,                 1.1384,                0.85983,                 0.9741,                0.56464,                0.53554,                0.55401,                0.41202,                0.50329,                0.45761,                  0.469,                0.20768,                 1.0645,                 1.3125,                 1.1037,                 1.0559,               0.001274,               0.001274,               0.001274
                    113,                0.96364,                 1.1185,                0.90327,                0.98066,                0.63063,                0.58723,                0.61906,                 0.4474,                0.58427,                  0.525,                0.55297,                0.24981,                 1.0818,                 1.2497,                0.95596,                 1.0568,              0.0012674,              0.0012674,              0.0012674
                    114,                0.94132,                 1.1207,                 0.8541,                0.96553,                0.56851,                0.52341,                0.54728,                0.40203,                 0.5324,                0.47405,                 0.4934,                0.22745,                 1.0575,                 1.2988,                 1.0636,                 1.0536,              0.0012608,              0.0012608,              0.0012608
                    115,                0.93408,                 1.1184,                0.82919,                0.96922,                0.57767,                0.56035,                0.56453,                0.41969,                0.52133,                0.48936,                 0.4901,                0.21979,                 1.0723,                 1.2904,                 1.0354,                 1.0656,              0.0012542,              0.0012542,              0.0012542
                    116,                0.94207,                 1.1181,                 1.0418,                0.96731,                0.58762,                0.53925,                0.57527,                 0.4084,                0.54429,                0.50332,                0.52354,                0.23877,                 1.0946,                 1.2804,                 1.0947,                 1.0539,              0.0012476,              0.0012476,              0.0012476
                    117,                0.97277,                 1.1402,                0.96086,                 0.9829,                0.56104,                0.52997,                0.54442,                0.39761,                0.51087,                0.46484,                0.47488,                0.21206,                 1.1063,                 1.3406,                 1.1055,                 1.0796,               0.001241,               0.001241,               0.001241
                    118,                0.93992,                  1.118,                0.90315,                0.98582,                0.61949,                0.57575,                0.60194,                0.44647,                0.57659,                0.51701,                0.54072,                0.24762,                 1.0314,                 1.2313,                 0.9923,                 1.0554,              0.0012344,              0.0012344,              0.0012344
                    119,                0.95385,                 1.1302,                0.87935,                0.97239,                0.56588,                0.53481,                0.56265,                0.40968,                0.51661,                 0.4445,                0.46729,                0.20109,                 1.1108,                  1.362,                 1.1126,                 1.0616,              0.0012278,              0.0012278,              0.0012278
                    120,                0.97952,                 1.1068,                0.85756,                0.97792,                  0.602,                0.56898,                0.58589,                0.43184,                0.53751,                0.48869,                 0.4954,                0.21985,                 1.0589,                 1.2661,                  1.025,                 1.0586,              0.0012212,              0.0012212,              0.0012212
                    121,                 1.0152,                 1.1665,                0.89293,                 0.9862,                0.57265,                0.55294,                0.56245,                0.41158,                0.52734,                0.49145,                0.49464,                0.22148,                 1.0842,                 1.3137,                 1.0679,                 1.0627,              0.0012146,              0.0012146,              0.0012146
                    122,                0.94327,                 1.1259,                0.84676,                0.96936,                0.55402,                0.52956,                0.53106,                 0.3794,                0.48256,                 0.4196,                0.42538,                0.17962,                 1.1487,                 1.4841,                 1.2224,                 1.0904,               0.001208,               0.001208,               0.001208
                    123,                0.94071,                 1.1171,                0.84264,                0.97416,                0.62795,                0.58924,                0.61669,                0.45564,                0.59489,                0.53193,                0.56002,                0.26328,                  1.037,                 1.2143,                0.95645,                 1.0503,              0.0012014,              0.0012014,              0.0012014
                    124,                0.97987,                 1.1747,                 1.1363,                0.98001,                0.57827,                0.54875,                 0.5688,                0.41188,                0.53654,                0.50038,                0.50929,                0.22951,                  1.108,                 1.2929,                 1.0963,                  1.057,              0.0011948,              0.0011948,              0.0011948
                    125,                0.94432,                 1.1283,                0.94822,                0.96248,                0.53236,                0.54381,                 0.5291,                0.38841,                0.47764,                0.45609,                0.44556,                 0.1948,                 1.1036,                 1.3625,                 1.1338,                  1.077,              0.0011882,              0.0011882,              0.0011882
                    126,                 1.0705,                 1.1837,                 1.2693,                 1.0096,                0.59281,                0.55066,                0.57857,                0.41426,                0.52833,                0.47339,                0.48827,                0.21198,                 1.0964,                 1.2751,                 1.0821,                 1.0624,              0.0011816,              0.0011816,              0.0011816
                    127,                0.99388,                 1.1739,                0.98709,                0.99454,                0.56977,                0.53745,                0.55038,                0.40053,                0.52497,                0.47843,                0.48799,                0.21637,                 1.1034,                 1.3466,                 1.1952,                 1.0636,               0.001175,               0.001175,               0.001175
                    128,                0.98054,                 1.1506,                0.96191,                 0.9788,                0.61581,                0.55322,                0.59723,                0.44575,                0.57003,                0.48755,                0.52454,                0.24241,                 1.0306,                 1.1997,                 1.0008,                 1.0282,              0.0011684,              0.0011684,              0.0011684
                    129,                0.94738,                 1.1154,                0.90869,                0.97837,                0.59381,                0.58202,                0.59575,                0.44155,                0.52779,                0.51255,                0.51154,                0.23269,                 1.0617,                 1.2748,                 1.0773,                 1.0553,              0.0011618,              0.0011618,              0.0011618
                    130,                0.92895,                 1.1051,                0.84108,                0.96768,                 0.5955,                0.56539,                0.59306,                0.44482,                0.54582,                0.50684,                 0.5225,                0.23891,                 1.0322,                 1.2286,                 1.0431,                  1.048,              0.0011552,              0.0011552,              0.0011552
                    131,                0.93273,                 1.0855,                 0.8562,                 0.9593,                0.59013,                0.57318,                0.58582,                0.42261,                0.53332,                0.49534,                0.50568,                0.22528,                 1.0937,                 1.2747,                 1.0203,                 1.0635,              0.0011486,              0.0011486,              0.0011486
                    132,                0.90509,                  1.064,                0.81976,                0.95516,                0.60217,                0.57565,                0.59872,                0.44617,                0.55493,                0.51216,                0.53124,                0.24556,                 1.0287,                  1.236,                 1.0164,                   1.05,               0.001142,               0.001142,               0.001142
                    133,                0.90045,                 1.0655,                0.83662,                0.95386,                0.54743,                0.54801,                0.54312,                 0.3983,                0.49758,                0.44944,                0.45724,                0.19993,                 1.1216,                 1.4177,                 1.1422,                 1.0836,              0.0011354,              0.0011354,              0.0011354
                    134,                0.91585,                 1.0724,                0.84577,                0.96405,                0.59441,                0.57033,                0.58438,                0.43555,                0.53615,                0.50027,                0.50955,                0.23363,                 1.0464,                 1.2095,                 1.0107,                 1.0587,              0.0011288,              0.0011288,              0.0011288
                    135,                0.99714,                 1.1107,                0.88733,                0.98226,                0.59396,                0.58734,                0.59882,                0.43151,                0.54281,                0.51882,                 0.5247,                0.23637,                 1.1065,                 1.2636,                 1.0119,                 1.0692,              0.0011222,              0.0011222,              0.0011222
                    136,                0.97284,                 1.1227,                0.85876,                0.97521,                0.55928,                0.54999,                0.55053,                   0.41,                0.50513,                0.46227,                0.46689,                0.20856,                 1.0601,                 1.4418,                 1.0828,                 1.0627,              0.0011156,              0.0011156,              0.0011156
                    137,                0.94575,                 1.1012,                0.85583,                0.96101,                0.59508,                0.56428,                0.59235,                0.43365,                0.55372,                0.49962,                0.52739,                0.24068,                 1.0698,                 1.2477,                 1.0075,                 1.0429,               0.001109,               0.001109,               0.001109
                    138,                0.93469,                 1.0893,                0.86282,                0.96317,                0.61111,                0.56586,                  0.598,                0.44276,                0.56232,                0.51185,                0.53098,                0.24332,                  1.029,                 1.2294,                0.97712,                 1.0471,              0.0011024,              0.0011024,              0.0011024
                    139,                0.91329,                 1.0541,                0.81704,                0.95741,                0.57819,                0.55782,                 0.5627,                 0.4175,                0.52398,                0.48622,                0.48754,                0.22373,                 1.0564,                 1.2947,                 1.0339,                 1.0605,              0.0010958,              0.0010958,              0.0010958
                    140,                0.90894,                 1.0592,                0.80522,                0.95383,                0.59001,                0.55351,                0.57045,                0.42561,                 0.5262,                0.48141,                0.49126,                 0.2218,                 1.0705,                 1.2939,                 1.0915,                 1.0747,              0.0010892,              0.0010892,              0.0010892
                    141,                0.90068,                 1.0638,                0.78972,                  0.951,                0.60405,                0.57328,                0.59306,                0.43766,                0.53619,                0.50496,                 0.5094,                0.23092,                 1.0624,                 1.2503,                0.99988,                 1.0641,              0.0010826,              0.0010826,              0.0010826
                    142,                 1.0004,                 1.1294,                0.85859,                0.97771,                0.54798,                0.53193,                0.52123,                0.37792,                0.48323,                0.44098,                0.43347,                0.19642,                 1.1637,                 1.5053,                  1.133,                 1.1101,               0.001076,               0.001076,               0.001076
                    143,                0.96327,                  1.109,                0.87284,                0.97495,                0.61659,                 0.5652,                0.60261,                0.44153,                0.56923,                0.51001,                0.53424,                 0.2402,                  1.064,                 1.2243,                0.98761,                 1.0522,              0.0010694,              0.0010694,              0.0010694
                    144,                0.92655,                 1.0722,                0.81749,                 0.9659,                0.62347,                0.56947,                0.61011,                0.44394,                0.58803,                0.52423,                0.55791,                0.25649,                   1.06,                 1.2096,                0.98192,                 1.0568,              0.0010628,              0.0010628,              0.0010628
                    145,                0.92493,                  1.077,                0.88483,                0.96297,                0.61114,                0.57679,                0.59872,                0.44204,                0.55604,                0.50933,                0.52448,                0.23735,                 1.0669,                  1.242,                0.98683,                 1.0694,              0.0010562,              0.0010562,              0.0010562
                    146,                0.94412,                 1.0709,                0.84888,                0.97552,                0.62575,                0.56852,                0.61023,                0.45508,                0.58827,                0.51464,                0.55156,                0.25282,                 1.0304,                 1.2008,                0.95958,                  1.043,              0.0010496,              0.0010496,              0.0010496
                    147,                 0.9091,                 1.0596,                0.80484,                0.95194,                0.56221,                  0.544,                0.54824,                0.40889,                 0.5169,                0.46845,                0.47698,                0.21577,                 1.0829,                 1.2927,                 1.1329,                  1.078,               0.001043,               0.001043,               0.001043
                    148,                0.89283,                 1.0463,                0.79079,                0.95621,                0.57714,                0.55835,                0.56839,                0.42468,                0.53026,                0.48242,                0.49551,                0.22838,                 1.0689,                 1.2665,                 1.0461,                 1.0696,              0.0010364,              0.0010364,              0.0010364
                    149,                0.89866,                 1.0565,                0.80866,                 0.9491,                0.58468,                0.56729,                 0.5835,                0.43405,                0.52945,                0.50817,                0.51336,                0.23626,                 1.0698,                 1.2589,                 1.0548,                 1.0625,              0.0010298,              0.0010298,              0.0010298
                    150,                0.90992,                 1.0631,                0.80575,                0.95696,                0.57312,                0.55531,                0.56332,                0.41795,                0.49775,                0.46887,                 0.4689,                0.20422,                 1.0655,                 1.3569,                 1.0735,                 1.0647,              0.0010232,              0.0010232,              0.0010232
                    151,                0.92076,                  1.075,                0.78458,                0.95716,                0.59152,                0.54818,                0.57771,                0.42743,                 0.5466,                0.48489,                0.50704,                0.23392,                 1.0857,                 1.3062,                 1.0534,                 1.0741,              0.0010166,              0.0010166,              0.0010166
                    152,                0.91092,                 1.0353,                0.90336,                0.94569,                0.58945,                0.55142,                0.56956,                0.41764,                0.52457,                0.46303,                0.47423,                0.20779,                 1.0899,                 1.3239,                 1.0178,                 1.0716,                0.00101,                0.00101,                0.00101
                    153,                0.93193,                 1.0754,                0.84523,                0.96377,                0.58474,                0.56061,                0.56335,                0.41494,                0.54576,                0.51207,                0.51019,                  0.239,                 1.0851,                 1.2852,                 1.0672,                 1.0928,              0.0010034,              0.0010034,              0.0010034
                    154,                 0.9106,                 1.0655,                0.86055,                0.96296,                0.54656,                0.51977,                0.53635,                0.39188,                0.48918,                0.42425,                0.44116,                0.18971,                  1.101,                 1.3875,                 1.1241,                 1.0707,              0.0009968,              0.0009968,              0.0009968
                    155,                0.93505,                 1.0913,                0.81374,                0.95849,                0.56035,                0.55685,                0.55027,                0.41051,                0.49894,                0.48132,                0.46752,                0.21227,                 1.0679,                 1.3852,                 1.0749,                 1.0725,              0.0009902,              0.0009902,              0.0009902
                    156,                0.90529,                 1.0429,                0.80183,                 0.9555,                0.60882,                0.59722,                0.60907,                0.45246,                0.55462,                0.52214,                0.53058,                0.24013,                 1.0372,                  1.213,                0.98735,                 1.0571,              0.0009836,              0.0009836,              0.0009836
                    157,                0.91066,                  1.056,                0.80681,                0.95129,                0.61929,                 0.5935,                0.61989,                0.46159,                0.57301,                0.53159,                 0.5531,                 0.2548,                 1.0266,                 1.2191,                0.94949,                 1.0437,               0.000977,               0.000977,               0.000977
                    158,                0.93105,                 1.0809,                0.80368,                0.95514,                0.56804,                0.55002,                0.54743,                0.40791,                0.50471,                0.48346,                0.47204,                 0.2168,                 1.0848,                  1.324,                 1.1234,                 1.0912,              0.0009704,              0.0009704,              0.0009704
                    159,                0.96774,                 1.0855,                0.83145,                0.96636,                0.61972,                0.58991,                0.61947,                 0.4566,                0.56272,                0.52749,                0.54503,                 0.2392,                  1.046,                 1.2688,                0.96181,                  1.048,              0.0009638,              0.0009638,              0.0009638
                    160,                0.92509,                  1.094,                0.81133,                0.95401,                0.61017,                 0.5617,                0.59631,                0.44499,                0.56407,                0.52138,                0.54313,                0.26033,                 1.0483,                 1.2321,                 1.0024,                 1.0483,              0.0009572,              0.0009572,              0.0009572
                    161,                0.90822,                 1.0805,                0.80942,                0.94842,                0.56715,                0.55302,                0.55512,                0.40929,                0.50094,                0.47006,                0.46609,                0.20185,                  1.088,                 1.3037,                  1.086,                  1.072,              0.0009506,              0.0009506,              0.0009506
                    162,                 0.8872,                 1.0443,                0.76602,                0.94048,                0.60509,                 0.5786,                0.59336,                0.44564,                0.55413,                0.52017,                0.52919,                0.25105,                 1.0249,                 1.2279,                 1.0146,                 1.0558,               0.000944,               0.000944,               0.000944
                    163,                0.88174,                 1.0212,                0.74905,                 0.9407,                0.58396,                0.56333,                 0.5678,                0.42022,                0.53382,                0.49931,                0.50116,                0.23099,                 1.0795,                 1.2623,                 1.0649,                 1.0729,              0.0009374,              0.0009374,              0.0009374
                    164,                0.88742,                 1.0193,                 0.7558,                0.94439,                0.61091,                0.58183,                 0.6029,                0.45262,                 0.5655,                0.51581,                0.53521,                0.25281,                 1.0177,                  1.228,                0.96836,                 1.0469,              0.0009308,              0.0009308,              0.0009308
                    165,                0.87901,                 1.0355,                0.76588,                0.93828,                0.59043,                0.56297,                0.58008,                0.43019,                0.53636,                0.49991,                0.51034,                 0.2402,                 1.0583,                 1.2506,                 1.0287,                 1.0621,              0.0009242,              0.0009242,              0.0009242
                    166,                0.84726,                 1.0255,                0.75498,                0.93127,                0.60041,                0.56244,                0.58239,                 0.4343,                0.53073,                0.47805,                 0.4907,                0.22194,                 1.0523,                 1.2627,                 1.0198,                 1.0686,              0.0009176,              0.0009176,              0.0009176
                    167,                0.87671,                  1.042,                0.76115,                0.93844,                0.60081,                0.56615,                0.59117,                0.44064,                0.55046,                0.51226,                0.52668,                0.24409,                  1.055,                  1.229,                 1.0063,                 1.0641,               0.000911,               0.000911,               0.000911
                    168,                0.86627,                 1.0099,                0.75124,                0.94098,                0.59644,                0.56577,                0.58867,                0.44239,                 0.5545,                0.50143,                0.52147,                0.24461,                  1.044,                  1.231,                 0.9928,                 1.0667,              0.0009044,              0.0009044,              0.0009044
                    169,                0.87982,                 1.0312,                0.75744,                0.93794,                0.58622,                0.57337,                0.57978,                0.42666,                 0.5293,                0.48841,                0.49228,                0.21433,                 1.0784,                 1.3536,                  1.066,                 1.0811,              0.0008978,              0.0008978,              0.0008978
                    170,                0.83826,                0.99133,                0.74312,                0.93717,                 0.5993,                0.59285,                 0.6006,                0.45358,                0.55881,                 0.5403,                0.54458,                0.25746,                0.99356,                 1.1802,                0.98926,                 1.0449,              0.0008912,              0.0008912,              0.0008912
                    171,                0.87173,                 1.0085,                0.75351,                0.93377,                 0.5687,                0.55835,                0.55153,                0.41095,                0.51697,                0.47044,                0.47229,                0.21384,                 1.0695,                 1.2714,                 1.0839,                 1.0808,              0.0008846,              0.0008846,              0.0008846
                    172,                 0.8493,                0.97898,                0.73098,                 0.9309,                0.61647,                0.57926,                0.60964,                0.45507,                0.57156,                0.50323,                0.53207,                0.24437,                 1.0245,                 1.2428,                0.95807,                 1.0463,               0.000878,               0.000878,               0.000878
                    173,                0.87205,                 1.0254,                0.73668,                0.93215,                 0.5834,                0.54408,                0.55912,                0.42293,                0.52404,                0.47567,                0.48424,                 0.2255,                 1.0357,                 1.2485,                 1.0746,                 1.0638,              0.0008714,              0.0008714,              0.0008714
                    174,                0.86124,                 1.0177,                0.74268,                0.93661,                0.60386,                0.58563,                0.59555,                0.43925,                0.55025,                 0.5154,                0.52092,                0.23791,                 1.0681,                 1.2678,                0.99653,                 1.0637,              0.0008648,              0.0008648,              0.0008648
                    175,                  0.852,                  0.999,                0.73714,                0.92765,                0.61144,                  0.592,                0.60229,                 0.4509,                0.55422,                 0.5191,                0.52425,                0.24419,                 1.0369,                 1.2308,                0.98438,                 1.0723,              0.0008582,              0.0008582,              0.0008582
                    176,                0.86019,                 1.0085,                0.73239,                0.92754,                0.62233,                0.60623,                 0.6259,                0.45709,                0.59746,                0.53518,                0.56382,                0.26599,                 1.0524,                 1.1692,                0.92258,                 1.0538,              0.0008516,              0.0008516,              0.0008516
                    177,                 0.8774,                 1.0037,                0.73948,                0.93886,                0.56915,                0.56111,                0.55631,                0.41112,                0.50904,                0.47386,                0.46978,                0.20592,                 1.0723,                 1.3561,                 1.0778,                 1.0887,               0.000845,               0.000845,               0.000845
                    178,                 0.8544,                0.99887,                0.75481,                0.92749,                0.60827,                0.57356,                0.60215,                0.45098,                0.57689,                0.51511,                0.54416,                0.25375,                  1.029,                 1.2073,                0.96019,                  1.053,              0.0008384,              0.0008384,              0.0008384
                    179,                0.82276,                0.97001,                0.70759,                0.92001,                0.58779,                0.56871,                0.57673,                0.42843,                0.53779,                0.49259,                0.50259,                0.22896,                 1.0743,                 1.2696,                 1.0413,                 1.0778,              0.0008318,              0.0008318,              0.0008318
                    180,                0.84953,                0.99279,                0.69972,                0.92055,                0.59987,                0.57321,                0.58281,                0.43767,                 0.5461,                0.50855,                0.51195,                0.23729,                 1.0412,                 1.2859,                 1.0143,                 1.0791,              0.0008252,              0.0008252,              0.0008252
                    181,                0.84836,                0.99094,                0.71971,                0.92381,                0.57486,                0.57793,                0.56446,                0.41748,                0.51036,                0.49373,                0.47616,                0.21268,                 1.0811,                 1.3617,                 1.0861,                 1.1033,              0.0008186,              0.0008186,              0.0008186
                    182,                0.84896,                0.98557,                0.69192,                0.92343,                 0.5879,                0.56653,                 0.5699,                0.42796,                0.53198,                0.51032,                0.50313,                0.23385,                 1.0522,                 1.2494,                   1.03,                 1.0863,               0.000812,               0.000812,               0.000812
                    183,                 0.8746,                 1.0275,                0.72984,                0.92696,                 0.5954,                0.58078,                0.59421,                0.44507,                0.54479,                0.50239,                0.51496,                 0.2377,                 1.0392,                 1.2842,                 1.0047,                   1.06,              0.0008054,              0.0008054,              0.0008054
                    184,                0.83603,                0.99133,                0.70868,                0.91821,                0.52624,                0.53127,                 0.5107,                0.38076,                0.46403,                0.45141,                0.43078,                0.19437,                 1.1072,                 1.3798,                 1.1819,                 1.1023,              0.0007988,              0.0007988,              0.0007988
                    185,                0.84229,                0.98293,                0.71477,                0.92759,                0.59277,                0.56692,                0.57717,                0.43267,                0.54022,                0.50437,                0.50635,                0.23464,                 1.0426,                 1.2222,                 1.0267,                 1.0636,              0.0007922,              0.0007922,              0.0007922
                    186,                0.84224,                0.98956,                0.73249,                0.92816,                 0.5976,                0.57413,                0.57916,                0.43229,                0.54462,                0.51312,                0.51432,                0.24285,                 1.0453,                 1.2499,                 1.0207,                  1.078,              0.0007856,              0.0007856,              0.0007856
                    187,                0.82845,                0.97925,                0.70507,                0.91687,                0.58126,                0.55189,                0.56227,                0.41763,                0.50663,                0.47824,                0.47358,                0.21299,                 1.0822,                 1.3242,                  1.088,                 1.0932,               0.000779,               0.000779,               0.000779
                    188,                0.81205,                0.95677,                0.69219,                0.91617,                0.60362,                0.58002,                0.59004,                0.44293,                0.54164,                0.51578,                0.51504,                0.23555,                 1.0372,                 1.2464,                 1.0003,                 1.0721,              0.0007724,              0.0007724,              0.0007724
                    189,                0.82129,                0.96086,                0.69417,                 0.9234,                0.59727,                0.56013,                0.56855,                0.42423,                0.54237,                0.49515,                0.49936,                0.22812,                 1.0515,                 1.2678,                  1.022,                 1.0809,              0.0007658,              0.0007658,              0.0007658
                    190,                0.85187,                0.98992,                0.73455,                0.93006,                0.59172,                0.55759,                0.57038,                0.42219,                0.53104,                0.49135,                0.49515,                0.22733,                 1.0757,                 1.3012,                 1.0593,                 1.0832,              0.0007592,              0.0007592,              0.0007592
                    191,                0.83036,                0.96134,                0.70979,                0.92017,                0.58617,                0.55113,                0.56363,                 0.4201,                0.51564,                0.47824,                0.47787,                0.21524,                 1.0565,                 1.2845,                 1.0584,                 1.0782,              0.0007526,              0.0007526,              0.0007526
                    192,                0.84325,                0.98518,                0.68618,                 0.9184,                0.58954,                0.56415,                0.57475,                0.43044,                 0.5366,                0.49905,                0.50291,                0.23284,                 1.0522,                 1.2537,                 1.0229,                 1.0754,               0.000746,               0.000746,               0.000746
                    193,                0.85178,                0.97502,                0.71051,                0.92582,                0.57367,                0.55978,                0.56087,                0.41781,                0.52332,                0.48128,                0.48723,                 0.2229,                 1.0803,                 1.2984,                  1.042,                 1.0906,              0.0007394,              0.0007394,              0.0007394
                    194,                0.84542,                0.96704,                0.69177,                 0.9193,                0.57444,                 0.5556,                0.55698,                0.41357,                0.51895,                0.48128,                0.47815,                0.21891,                 1.0776,                 1.3077,                 1.0885,                 1.0972,              0.0007328,              0.0007328,              0.0007328
                    195,                0.83613,                0.97047,                0.69226,                0.92266,                0.58029,                0.55921,                0.56176,                0.41489,                0.53103,                0.47634,                0.48028,                0.21618,                 1.0851,                 1.2936,                 1.0621,                 1.1053,              0.0007262,              0.0007262,              0.0007262
                    196,                0.83671,                0.96263,                 1.0501,                0.92073,                0.55907,                0.55617,                0.54392,                0.40298,                0.49754,                0.49295,                0.47045,                0.21554,                 1.0896,                 1.3263,                 1.0438,                 1.0963,              0.0007196,              0.0007196,              0.0007196
                    197,                0.82852,                0.94421,                0.74571,                0.91719,                0.57225,                0.57413,                 0.5631,                0.41502,                0.54167,                0.50509,                0.50193,                0.23364,                 1.0768,                 1.2729,                 1.0033,                 1.0831,               0.000713,               0.000713,               0.000713
                    198,                0.85964,                0.96091,                0.87237,                0.92775,                0.57715,                0.56805,                0.55904,                0.40872,                0.51342,                0.49848,                0.47961,                0.21269,                 1.0852,                 1.3039,                 1.1041,                   1.09,              0.0007064,              0.0007064,              0.0007064
                    199,                0.84294,                0.96176,                 0.7912,                0.92366,                0.59982,                0.56719,                0.58504,                0.43638,                0.55465,                 0.5077,                0.52013,                 0.2407,                 1.0422,                 1.2333,                0.99715,                 1.0845,              0.0006998,              0.0006998,              0.0006998
                    200,                0.82422,                0.96259,                0.72401,                0.92131,                0.57854,                0.56843,                0.56487,                 0.4203,                0.52548,                 0.5095,                 0.4991,                0.22964,                 1.0778,                 1.3128,                 1.0949,                 1.1121,              0.0006932,              0.0006932,              0.0006932
                    201,                0.86826,                0.99152,                0.75288,                0.92975,                0.62357,                0.59627,                0.61633,                0.45545,                0.57956,                0.53165,                0.54766,                0.24634,                 1.0355,                 1.1921,                0.93038,                 1.0576,              0.0006866,              0.0006866,              0.0006866
                    202,                0.85138,                0.98945,                0.74383,                0.92109,                 0.5934,                0.58221,                0.58949,                0.43995,                0.54889,                0.51691,                 0.5228,                0.24218,                 1.0469,                 1.2243,                 1.0744,                 1.0759,                0.00068,                0.00068,                0.00068
                    203,                0.82267,                 0.9581,                0.71923,                0.92009,                0.57119,                0.57613,                0.56452,                0.42153,                0.51081,                0.50285,                0.49003,                0.22416,                 1.0637,                 1.2747,                 1.0933,                 1.0922,              0.0006734,              0.0006734,              0.0006734
                    204,                0.83697,                0.98041,                0.67808,                0.91735,                0.61275,                0.57689,                0.60099,                0.44748,                0.56637,                0.52459,                0.53833,                0.25281,                 1.0432,                 1.2567,                0.98775,                 1.0702,              0.0006668,              0.0006668,              0.0006668
                    205,                0.85734,                0.99882,                0.93415,                0.92052,                0.59864,                0.56558,                0.57835,                0.43191,                0.53075,                0.49447,                0.49667,                0.22755,                 1.0433,                 1.2823,                 1.0439,                 1.0665,              0.0006602,              0.0006602,              0.0006602
                    206,                0.81969,                0.95151,                0.69165,                0.91631,                0.59489,                0.57442,                 0.5793,                0.43348,                0.54694,                0.52205,                0.51958,                 0.2457,                 1.0312,                 1.2086,                 1.0084,                  1.068,              0.0006536,              0.0006536,              0.0006536
                    207,                0.80624,                0.94267,                0.64913,                0.91079,                0.54004,                0.55237,                 0.5282,                0.39011,                0.48667,                0.47139,                0.45156,                0.20164,                 1.1037,                 1.4501,                 1.1548,                 1.1221,               0.000647,               0.000647,               0.000647
                    208,                0.81333,                0.95321,                0.67059,                0.91328,                0.59954,                0.58668,                0.58527,                0.43617,                0.53922,                0.51796,                0.51103,                0.23476,                 1.0415,                 1.2792,                 1.0021,                 1.0878,              0.0006404,              0.0006404,              0.0006404
                    209,                 0.7819,                 0.9235,                0.65075,                0.90176,                0.57032,                0.58481,                0.56869,                0.42482,                0.52318,                 0.5038,                 0.4924,                 0.2247,                 1.0489,                 1.2639,                 1.0258,                 1.0888,              0.0006338,              0.0006338,              0.0006338
                    210,                0.78735,                0.93563,                 0.6454,                0.90593,                0.55199,                0.55218,                0.53423,                0.39973,                0.50054,                0.48574,                0.46753,                 0.2142,                 1.0888,                 1.3269,                 1.1584,                 1.1186,              0.0006272,              0.0006272,              0.0006272
