                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    113,                0.44803,                0.72136,                0.36189,                0.89002,                  0.899,                0.86321,                0.92289,                0.81681,                0.90307,                  0.871,                0.92278,                0.67591,                  0.506,                0.80932,                0.46821,                0.97389,               0.006304,               0.006304,               0.006304
                    114,                0.44663,                0.72629,                0.36247,                0.89328,                0.90034,                0.86218,                0.92307,                  0.817,                0.90334,                0.87029,                0.92275,                0.67614,                 0.5059,                0.80901,                0.46773,                0.97398,               0.006271,               0.006271,               0.006271
                    115,                0.44404,                0.72282,                0.35807,                0.89041,                0.89785,                0.86415,                0.92296,                0.81698,                0.90357,                0.86986,                0.92264,                0.67575,                0.50575,                0.80943,                0.46815,                0.97414,               0.006238,               0.006238,               0.006238
                    116,                0.44552,                0.72885,                0.35836,                0.89095,                0.89734,                0.86483,                0.92299,                0.81709,                0.90433,                0.86938,                0.92292,                 0.6761,                0.50578,                0.81002,                0.46825,                0.97436,               0.006205,               0.006205,               0.006205
                    117,                0.44078,                0.71748,                0.35342,                0.89025,                0.89522,                0.86698,                0.92301,                0.81703,                0.90355,                0.87061,                0.92283,                0.67612,                0.50563,                0.80963,                0.46834,                0.97456,               0.006172,               0.006172,               0.006172
                    118,                0.44215,                0.71999,                0.35759,                0.89051,                0.89556,                0.86656,                0.92301,                0.81735,                0.90267,                0.87155,                0.92299,                0.67649,                0.50525,                0.80904,                 0.4679,                0.97431,               0.006139,               0.006139,               0.006139
                    119,                0.44073,                0.71622,                0.35322,                 0.8894,                0.89523,                0.86659,                0.92304,                0.81746,                0.90028,                0.87396,                0.92327,                0.67591,                0.50495,                0.80903,                0.46797,                0.97416,               0.006106,               0.006106,               0.006106
                    120,                0.43993,                0.71623,                0.35324,                0.88913,                0.89275,                0.86844,                0.92296,                0.81755,                0.90278,                 0.8714,                0.92323,                0.67598,                 0.5045,                0.80868,                0.46785,                0.97424,               0.006073,               0.006073,               0.006073
                    121,                0.43862,                0.71476,                0.35363,                0.88891,                0.89857,                0.86307,                0.92288,                0.81754,                0.90352,                0.87061,                 0.9233,                0.67595,                0.50441,                0.80899,                0.46801,                0.97446,                0.00604,                0.00604,                0.00604
                    122,                0.43868,                0.71653,                0.35191,                0.88757,                 0.8982,                 0.8637,                0.92311,                0.81777,                0.90309,                0.87123,                 0.9233,                0.67622,                0.50437,                0.80955,                0.46808,                0.97451,               0.006007,               0.006007,               0.006007
                    123,                0.43684,                 0.7135,                0.34989,                0.88733,                0.89683,                0.86542,                0.92324,                0.81793,                0.90218,                0.87212,                0.92339,                0.67643,                0.50396,                0.80971,                0.46805,                0.97432,               0.005974,               0.005974,               0.005974
                    124,                 0.4352,                0.71069,                0.34947,                0.88712,                0.89764,                 0.8648,                0.92304,                0.81777,                0.90312,                0.87153,                0.92329,                0.67633,                0.50414,                0.80975,                0.46789,                0.97457,               0.005941,               0.005941,               0.005941
                    125,                0.43546,                0.71144,                0.34686,                0.88743,                0.89824,                0.86425,                0.92318,                0.81783,                0.90374,                0.87156,                0.92366,                0.67639,                0.50411,                 0.8099,                0.46755,                0.97492,               0.005908,               0.005908,               0.005908
                    126,                0.43594,                0.71247,                0.34846,                0.88781,                0.89783,                0.86467,                0.92329,                 0.8182,                0.90261,                0.87257,                0.92358,                 0.6765,                0.50369,                   0.81,                0.46743,                0.97485,               0.005875,               0.005875,               0.005875
                    127,                0.43381,                0.71074,                0.34672,                0.88308,                0.89614,                0.86578,                0.92334,                0.81851,                0.90182,                  0.873,                0.92346,                0.67701,                0.50347,                0.80998,                0.46712,                0.97498,               0.005842,               0.005842,               0.005842
                    128,                0.43358,                0.70998,                0.34888,                0.88633,                0.89668,                0.86549,                0.92337,                0.81851,                0.90263,                 0.8728,                0.92337,                0.67688,                0.50329,                0.80984,                0.46737,                0.97514,               0.005809,               0.005809,               0.005809
                    129,                0.43221,                   0.71,                0.34384,                0.88389,                0.89716,                0.86542,                0.92336,                0.81867,                0.90299,                0.87263,                0.92358,                0.67713,                0.50296,                0.80975,                0.46753,                0.97504,               0.005776,               0.005776,               0.005776
                    130,                0.43053,                0.70438,                0.34432,                0.88319,                0.89796,                0.86496,                0.92351,                0.81884,                0.90248,                0.87331,                 0.9235,                0.67741,                0.50294,                0.80953,                0.46736,                0.97531,               0.005743,               0.005743,               0.005743
                    131,                0.43268,                0.70537,                0.34441,                0.88352,                0.89627,                0.86617,                0.92344,                0.81889,                0.90325,                 0.8725,                0.92359,                0.67765,                0.50282,                0.80971,                 0.4675,                0.97549,                0.00571,                0.00571,                0.00571
                    132,                0.42964,                 0.7073,                0.34574,                0.88275,                 0.8967,                0.86571,                0.92338,                 0.8189,                0.90368,                0.87166,                0.92371,                0.67756,                0.50265,                0.80991,                0.46734,                0.97572,               0.005677,               0.005677,               0.005677
                    133,                0.42822,                0.70543,                0.34338,                0.88239,                0.89826,                0.86435,                0.92327,                0.81885,                0.90404,                 0.8716,                0.92369,                0.67754,                0.50256,                0.80972,                0.46704,                0.97597,               0.005644,               0.005644,               0.005644
                    134,                0.42917,                0.70634,                0.34277,                0.88421,                0.89889,                0.86338,                0.92337,                0.81911,                0.90442,                0.87078,                0.92371,                0.67775,                0.50228,                0.80952,                 0.4671,                0.97585,               0.005611,               0.005611,               0.005611
                    135,                0.42982,                 0.7079,                0.34438,                0.88478,                0.89858,                0.86389,                0.92345,                0.81908,                0.90388,                0.87192,                0.92356,                0.67799,                0.50222,                0.80958,                0.46684,                0.97613,               0.005578,               0.005578,               0.005578
                    136,                0.42656,                0.70073,                0.34114,                0.88487,                0.90021,                0.86353,                0.92388,                0.81945,                0.90516,                0.87143,                0.92393,                0.67824,                0.50194,                0.80944,                0.46695,                0.97616,               0.005545,               0.005545,               0.005545
                    137,                0.42568,                0.70391,                0.34104,                  0.883,                0.89997,                0.86327,                0.92377,                0.81924,                0.90534,                0.87081,                0.92366,                0.67823,                0.50157,                 0.8097,                0.46702,                0.97618,               0.005512,               0.005512,               0.005512
                    138,                0.42571,                0.69986,                0.34085,                0.88294,                0.90046,                 0.8635,                0.92366,                0.81924,                0.90502,                0.87134,                0.92349,                0.67826,                0.50114,                0.80956,                0.46645,                0.97605,               0.005479,               0.005479,               0.005479
                    139,                0.42394,                0.69845,                0.34096,                0.88239,                0.90027,                0.86359,                0.92362,                0.81941,                0.90537,                0.87085,                0.92356,                0.67814,                0.50065,                0.80946,                0.46636,                0.97604,               0.005446,               0.005446,               0.005446
                    140,                0.42479,                0.69867,                0.34056,                0.88157,                0.90093,                0.86273,                0.92352,                0.81942,                0.90708,                0.86918,                0.92374,                0.67851,                0.50076,                0.80933,                0.46657,                0.97648,               0.005413,               0.005413,               0.005413
                    141,                0.42101,                0.69465,                0.33836,                0.88092,                0.90093,                0.86308,                0.92339,                0.81922,                0.90773,                0.86873,                0.92395,                0.67838,                0.50061,                0.80956,                0.46645,                0.97682,                0.00538,                0.00538,                0.00538
                    142,                0.42095,                0.69654,                0.33728,                0.88035,                0.90049,                0.86386,                0.92352,                 0.8192,                0.90686,                0.86997,                0.92396,                0.67845,                0.50029,                0.80922,                0.46559,                0.97669,               0.005347,               0.005347,               0.005347
                    143,                0.42263,                0.69653,                0.33511,                0.88088,                0.89987,                0.86464,                0.92353,                0.81916,                0.90599,                0.87052,                0.92368,                0.67827,                 0.4996,                0.80866,                0.46539,                0.97619,               0.005314,               0.005314,               0.005314
                    144,                0.41829,                0.69398,                0.33513,                0.88058,                0.90102,                0.86281,                0.92329,                0.81913,                 0.9061,                0.87036,                0.92368,                0.67795,                0.49914,                0.80876,                0.46541,                0.97612,               0.005281,               0.005281,               0.005281
                    145,                0.41953,                0.69547,                0.33924,                 0.8833,                0.90281,                0.86114,                0.92349,                0.81927,                0.90688,                0.86967,                0.92389,                0.67808,                0.49902,                0.80884,                0.46492,                0.97654,               0.005248,               0.005248,               0.005248
                    146,                0.41752,                0.69012,                0.33475,                0.88083,                0.90186,                0.86206,                0.92352,                 0.8193,                0.90631,                0.87007,                 0.9239,                0.67802,                0.49878,                0.80892,                0.46528,                0.97658,               0.005215,               0.005215,               0.005215
                    147,                0.41518,                0.69031,                0.33481,                0.87886,                0.90224,                0.86219,                0.92327,                0.81927,                0.90691,                 0.8699,                0.92401,                0.67789,                0.49873,                0.80912,                 0.4653,                0.97686,               0.005182,               0.005182,               0.005182
                    148,                0.41524,                0.68903,                0.33166,                0.88024,                0.90086,                0.86336,                0.92315,                0.81927,                0.90574,                0.87143,                0.92401,                0.67799,                0.49876,                0.80921,                0.46535,                0.97716,               0.005149,               0.005149,               0.005149
                    149,                0.41413,                0.68731,                0.32949,                0.87857,                0.89973,                0.86421,                0.92325,                 0.8193,                0.90429,                0.87234,                0.92376,                0.67836,                0.49877,                0.80884,                0.46546,                0.97743,               0.005116,               0.005116,               0.005116
                    150,                0.41151,                0.68751,                0.33135,                0.87845,                0.90006,                0.86421,                0.92335,                0.81932,                0.90543,                0.87172,                0.92379,                0.67853,                0.49877,                0.80876,                0.46576,                 0.9777,               0.005083,               0.005083,               0.005083
                    151,                 0.4134,                0.68945,                0.33206,                0.87743,                0.89873,                0.86595,                0.92335,                0.81959,                0.90354,                0.87341,                0.92372,                0.67847,                0.49867,                0.80821,                0.46538,                 0.9779,                0.00505,                0.00505,                0.00505
                    152,                0.41228,                0.68803,                0.33061,                0.87835,                0.89881,                0.86659,                 0.9233,                0.81958,                0.90386,                0.87354,                0.92384,                0.67846,                0.49829,                0.80827,                0.46479,                0.97788,               0.005017,               0.005017,               0.005017
                    153,                0.41146,                 0.6829,                0.32901,                0.87573,                0.90129,                0.86401,                0.92314,                0.81951,                0.90522,                0.87205,                0.92359,                0.67854,                0.49838,                0.80859,                0.46507,                0.97814,               0.004984,               0.004984,               0.004984
                    154,                  0.408,                0.68137,                0.32617,                0.87582,                0.90132,                0.86386,                0.92312,                0.81947,                0.90647,                0.87084,                0.92362,                0.67831,                0.49882,                0.80866,                0.46508,                0.97875,               0.004951,               0.004951,               0.004951
                    155,                0.40786,                0.68036,                0.32667,                0.87443,                0.90038,                0.86428,                0.92317,                0.81981,                0.90611,                 0.8715,                0.92368,                0.67939,                0.49874,                0.80913,                0.46519,                0.97886,               0.004918,               0.004918,               0.004918
                    156,                0.40833,                0.68519,                 0.3269,                0.87635,                0.90039,                0.86464,                0.92319,                0.81984,                0.90548,                0.87163,                0.92346,                0.67924,                0.49827,                0.80912,                0.46602,                0.97865,               0.004885,               0.004885,               0.004885
                    157,                0.40564,                0.67814,                0.32629,                0.87608,                0.89917,                0.86532,                0.92334,                0.81979,                0.90488,                0.87228,                0.92356,                0.67929,                0.49786,                0.80923,                0.46638,                0.97863,               0.004852,               0.004852,               0.004852
                    158,                0.40678,                0.68162,                0.32266,                0.87627,                0.89966,                0.86503,                0.92327,                0.82003,                0.90579,                0.87185,                0.92363,                0.67934,                0.49764,                0.80909,                0.46655,                0.97868,               0.004819,               0.004819,               0.004819
                    159,                0.40372,                0.67684,                 0.3236,                0.87373,                0.90205,                0.86295,                0.92329,                0.82021,                0.90675,                0.87114,                 0.9235,                0.67952,                0.49745,                0.80855,                0.46652,                0.97892,               0.004786,               0.004786,               0.004786
                    160,                 0.4032,                0.67685,                0.32146,                0.87441,                0.90244,                0.86268,                 0.9233,                0.82036,                 0.9083,                0.86999,                0.92374,                0.67984,                0.49742,                0.80845,                0.46664,                0.97924,               0.004753,               0.004753,               0.004753
                    161,                0.40268,                0.67753,                0.32194,                0.87438,                0.90408,                0.86204,                 0.9232,                0.82029,                0.90864,                   0.87,                0.92375,                0.68005,                0.49715,                0.80839,                0.46693,                0.97927,                0.00472,                0.00472,                0.00472
                    162,                0.40203,                0.67746,                0.32245,                0.87438,                0.90416,                0.86206,                 0.9229,                0.82019,                0.90688,                0.87189,                 0.9238,                0.67952,                0.49773,                0.80874,                 0.4673,                0.98019,               0.004687,               0.004687,               0.004687
                    163,                0.40141,                0.67581,                0.32066,                0.87586,                0.90273,                0.86331,                0.92287,                0.82021,                0.90765,                0.87154,                0.92361,                0.68002,                0.49773,                0.80851,                0.46755,                0.98077,               0.004654,               0.004654,               0.004654
                    164,                0.39931,                 0.6706,                0.31887,                0.87224,                0.90199,                0.86425,                0.92295,                0.82022,                0.90705,                0.87173,                0.92344,                0.68014,                0.49713,                0.80845,                0.46822,                0.98038,               0.004621,               0.004621,               0.004621
                    165,                0.39962,                0.67202,                0.31853,                0.87211,                0.90242,                0.86426,                0.92291,                0.82032,                 0.9078,                0.87121,                0.92338,                0.68033,                0.49686,                0.80818,                0.46849,                0.98024,               0.004588,               0.004588,               0.004588
                    166,                0.39716,                0.67432,                0.31754,                0.87012,                 0.9019,                0.86488,                0.92277,                0.82022,                0.90686,                0.87261,                0.92342,                0.68071,                0.49665,                0.80805,                0.46856,                0.98021,               0.004555,               0.004555,               0.004555
                    167,                0.39568,                0.66953,                0.31627,                0.87437,                0.90003,                0.86626,                0.92285,                0.82025,                 0.9055,                 0.8737,                0.92336,                0.68075,                0.49679,                0.80827,                0.46882,                0.98059,               0.004522,               0.004522,               0.004522
                    168,                0.39652,                0.67374,                 0.3186,                0.87405,                 0.9003,                0.86563,                 0.9226,                0.82018,                0.90585,                0.87358,                0.92311,                0.68081,                 0.4969,                0.80816,                0.46922,                0.98099,               0.004489,               0.004489,               0.004489
                    169,                0.39413,                 0.6661,                0.31503,                0.87475,                 0.9016,                0.86513,                 0.9227,                0.82023,                0.90748,                0.87244,                0.92361,                0.68107,                 0.4968,                 0.8078,                0.46958,                0.98131,               0.004456,               0.004456,               0.004456
                    170,                0.39472,                 0.6687,                  0.315,                0.87185,                0.90215,                0.86432,                 0.9225,                0.82028,                0.90744,                0.87195,                0.92352,                0.68148,                  0.497,                0.80776,                0.46945,                0.98189,               0.004423,               0.004423,               0.004423
                    171,                0.39341,                0.66718,                 0.3133,                0.86994,                0.90411,                0.86308,                0.92257,                0.82038,                0.90601,                0.87331,                0.92312,                0.68139,                0.49673,                0.80815,                0.46942,                0.98182,                0.00439,                0.00439,                0.00439
                    172,                0.39148,                0.66749,                0.31403,                 0.8725,                0.90372,                0.86347,                0.92263,                0.82066,                0.90755,                0.87148,                0.92329,                0.68151,                0.49663,                0.80852,                0.46979,                0.98188,               0.004357,               0.004357,               0.004357
                    173,                0.38864,                 0.6642,                0.31063,                0.86918,                 0.9029,                0.86417,                0.92254,                0.82064,                 0.9078,                0.87117,                0.92304,                0.68088,                 0.4968,                0.80884,                0.46979,                0.98232,               0.004324,               0.004324,               0.004324
                    174,                  0.389,                0.66166,                0.31151,                0.86936,                0.90334,                0.86399,                0.92247,                0.82056,                0.90802,                0.87097,                0.92304,                 0.6817,                 0.4966,                0.80917,                0.46951,                0.98236,               0.004291,               0.004291,               0.004291
                    175,                 0.3898,                0.66502,                 0.3135,                0.86862,                0.90343,                0.86429,                0.92243,                 0.8208,                0.90856,                0.87062,                0.92287,                0.68193,                0.49609,                0.80946,                0.46918,                0.98222,               0.004258,               0.004258,               0.004258
                    176,                0.38823,                 0.6636,                0.31029,                0.87147,                  0.903,                0.86455,                0.92235,                0.82073,                0.90724,                0.87182,                0.92268,                0.68184,                0.49595,                0.81034,                0.46966,                0.98215,               0.004225,               0.004225,               0.004225
                    177,                0.38781,                0.66206,                0.31014,                0.86942,                0.90276,                 0.8649,                0.92199,                0.82037,                0.90816,                0.87083,                0.92246,                0.68173,                0.49616,                0.81051,                0.46959,                0.98282,               0.004192,               0.004192,               0.004192
                    178,                0.38391,                0.65726,                0.30705,                 0.8653,                0.90357,                0.86413,                0.92182,                0.82045,                0.90941,                0.87016,                0.92209,                0.68109,                0.49654,                0.81109,                0.46945,                0.98373,               0.004159,               0.004159,               0.004159
                    179,                0.38287,                0.65608,                0.30563,                0.86526,                  0.904,                0.86354,                0.92169,                0.82021,                0.90995,                0.86922,                0.92182,                0.68126,                0.49673,                0.81138,                0.46972,                0.98417,               0.004126,               0.004126,               0.004126
                    180,                0.38267,                0.65374,                0.30734,                0.86577,                0.90363,                0.86389,                0.92165,                0.82045,                0.91037,                 0.8691,                 0.9221,                0.68163,                0.49644,                 0.8115,                0.46905,                0.98417,               0.004093,               0.004093,               0.004093
                    181,                0.38269,                0.65472,                0.30555,                0.86499,                  0.903,                 0.8648,                 0.9215,                0.82012,                 0.9118,                0.86834,                0.92203,                0.68182,                0.49615,                0.81127,                0.46926,                0.98416,                0.00406,                0.00406,                0.00406
                    182,                0.38121,                0.65514,                0.30512,                0.86645,                0.90238,                0.86474,                 0.9215,                0.82019,                0.90898,                0.87072,                0.92221,                0.68219,                0.49564,                0.81142,                0.46985,                0.98406,               0.004027,               0.004027,               0.004027
                    183,                 0.3792,                0.65507,                0.30784,                0.86571,                0.90195,                0.86597,                 0.9216,                0.82027,                0.91028,                0.86981,                0.92232,                0.68227,                0.49574,                0.81117,                 0.4699,                0.98463,               0.003994,               0.003994,               0.003994
                    184,                  0.383,                0.65881,                0.30581,                 0.8661,                0.90117,                0.86666,                0.92157,                0.82058,                0.90999,                0.87056,                0.92222,                0.68265,                0.49564,                0.81103,                 0.4702,                0.98492,               0.003961,               0.003961,               0.003961
                    185,                0.37892,                0.65262,                0.30169,                0.86667,                0.90328,                0.86454,                0.92154,                0.82049,                 0.9098,                0.87046,                0.92205,                0.68282,                0.49553,                0.81081,                0.47027,                0.98527,               0.003928,               0.003928,               0.003928
                    186,                0.37789,                0.65293,                0.30136,                0.86462,                0.90229,                0.86536,                0.92137,                0.82053,                0.90879,                0.87127,                0.92188,                0.68325,                0.49515,                0.81072,                0.47024,                0.98523,               0.003895,               0.003895,               0.003895
                    187,                0.37384,                 0.6462,                0.30043,                0.86275,                0.90354,                0.86422,                0.92163,                0.82082,                0.90746,                0.87186,                0.92199,                0.68321,                0.49494,                0.81079,                0.47025,                0.98513,               0.003862,               0.003862,               0.003862
                    188,                0.37554,                0.65026,                 0.2986,                0.86328,                0.90364,                0.86418,                0.92152,                0.82096,                0.90973,                0.87044,                0.92229,                0.68347,                0.49474,                0.81073,                0.47075,                0.98516,               0.003829,               0.003829,               0.003829
                    189,                0.37307,                 0.6494,                0.29882,                0.86322,                0.90007,                0.86679,                0.92129,                0.82079,                 0.9065,                0.87341,                0.92205,                0.68348,                0.49478,                0.81108,                0.47088,                0.98555,               0.003796,               0.003796,               0.003796
                    190,                0.37198,                0.64712,                0.29889,                 0.8648,                0.90054,                0.86698,                0.92139,                0.82071,                0.90679,                0.87299,                 0.9217,                0.68317,                0.49438,                0.81104,                0.47145,                0.98555,               0.003763,               0.003763,               0.003763
                    191,                0.37162,                0.64445,                0.29851,                 0.8653,                 0.8998,                0.86737,                0.92147,                0.82096,                0.90625,                0.87318,                0.92188,                0.68397,                0.49391,                0.81104,                0.47174,                 0.9852,                0.00373,                0.00373,                0.00373
                    192,                0.37037,                0.64597,                0.29675,                0.86385,                 0.9016,                0.86581,                0.92142,                0.82086,                0.90751,                0.87176,                0.92188,                0.68366,                0.49379,                0.81131,                0.47217,                0.98549,               0.003697,               0.003697,               0.003697
                    193,                0.36984,                0.64375,                0.29626,                0.86373,                0.90285,                0.86458,                0.92091,                0.82041,                0.90782,                 0.8712,                0.92155,                0.68354,                0.49333,                0.81204,                0.47235,                0.98524,               0.003664,               0.003664,               0.003664
                    194,                0.36567,                0.63817,                0.29441,                0.86029,                0.90253,                0.86441,                0.92099,                0.82054,                0.90873,                0.87036,                0.92135,                0.68357,                0.49295,                0.81226,                0.47265,                  0.985,               0.003631,               0.003631,               0.003631
                    195,                0.36723,                0.64137,                0.29361,                0.86129,                0.90276,                0.86432,                0.92109,                0.82071,                0.90848,                0.87023,                0.92138,                0.68383,                0.49264,                0.81237,                0.47328,                0.98516,               0.003598,               0.003598,               0.003598
                    196,                0.36655,                0.64148,                 0.2943,                0.86344,                0.90036,                0.86619,                0.92096,                0.82096,                0.90513,                 0.8727,                0.92127,                0.68352,                0.49202,                0.81269,                0.47342,                0.98508,               0.003565,               0.003565,               0.003565
                    197,                0.36438,                0.63893,                0.29119,                0.86164,                0.90249,                 0.8637,                0.92103,                0.82114,                0.90579,                0.87254,                0.92138,                0.68366,                0.49165,                0.81251,                0.47365,                0.98499,               0.003532,               0.003532,               0.003532
                    198,                0.36206,                0.63657,                0.29054,                0.85971,                0.90173,                0.86474,                0.92109,                0.82105,                0.90754,                0.87114,                 0.9216,                0.68376,                0.49111,                0.81229,                0.47344,                0.98484,               0.003499,               0.003499,               0.003499
                    199,                0.36333,                0.63652,                0.28987,                0.86038,                0.90443,                0.86224,                0.92102,                0.82102,                0.90813,                0.87023,                0.92134,                0.68411,                0.49106,                0.81249,                0.47362,                0.98502,               0.003466,               0.003466,               0.003466
                    200,                0.36013,                0.63296,                0.29019,                0.85783,                0.90229,                 0.8639,                0.92094,                0.82126,                0.90703,                0.87078,                 0.9213,                0.68414,                0.49068,                0.81253,                 0.4735,                0.98493,               0.003433,               0.003433,               0.003433
                    201,                0.35854,                0.63581,                0.28921,                 0.8584,                0.90398,                0.86263,                0.92079,                0.82118,                0.90769,                0.87016,                0.92132,                0.68427,                 0.4902,                 0.8124,                0.47398,                0.98504,                 0.0034,                 0.0034,                 0.0034
                    202,                0.35703,                0.63083,                0.28681,                 0.8585,                0.90549,                0.86149,                0.92086,                0.82126,                0.90982,                0.86899,                 0.9213,                0.68469,                0.48959,                0.81254,                0.47406,                0.98474,               0.003367,               0.003367,               0.003367
                    203,                0.35682,                0.63417,                0.28582,                0.85522,                0.90559,                0.86162,                0.92103,                0.82145,                0.91054,                0.86815,                0.92137,                0.68456,                0.48938,                0.81301,                0.47419,                0.98462,               0.003334,               0.003334,               0.003334
                    204,                 0.3561,                0.63102,                0.28628,                0.85619,                 0.9069,                  0.861,                0.92092,                0.82156,                0.91232,                0.86724,                0.92136,                 0.6844,                0.48901,                0.81298,                0.47444,                0.98438,               0.003301,               0.003301,               0.003301
                    205,                0.35561,                0.63191,                0.28764,                0.85745,                0.90669,                0.86074,                0.92082,                0.82168,                0.91123,                0.86796,                0.92148,                0.68515,                0.48871,                0.81281,                 0.4749,                0.98427,               0.003268,               0.003268,               0.003268
                    206,                0.35094,                0.62737,                0.28192,                0.85465,                0.90628,                0.86104,                0.92099,                0.82188,                0.91102,                0.86775,                0.92151,                0.68543,                0.48825,                0.81255,                0.47523,                0.98409,               0.003235,               0.003235,               0.003235
                    207,                0.35253,                 0.6254,                0.28305,                0.85554,                0.90726,                0.86052,                0.92099,                0.82174,                  0.912,                0.86737,                0.92152,                0.68515,                    inf,                0.81281,                 0.4757,                0.98438,               0.003202,               0.003202,               0.003202
                    208,                0.35123,                0.62875,                0.28248,                0.85628,                0.90817,                0.85983,                0.92101,                0.82203,                0.91342,                0.86591,                0.92155,                0.68509,                0.48774,                0.81273,                0.47574,                0.98427,               0.003169,               0.003169,               0.003169
                    209,                0.35179,                0.62654,                0.28352,                0.85719,                0.90792,                0.86032,                0.92075,                0.82175,                 0.9115,                0.86783,                0.92135,                0.68554,                    inf,                0.81289,                0.47547,                0.98445,               0.003136,               0.003136,               0.003136
                    210,                0.34852,                0.62347,                0.28082,                0.85518,                0.90722,                0.86048,                 0.9207,                 0.8219,                0.91252,                0.86679,                0.92126,                0.68571,                    inf,                0.81283,                0.47575,                0.98475,               0.003103,               0.003103,               0.003103
                    211,                0.34727,                0.62172,                0.27966,                0.85466,                0.90891,                0.85938,                0.92063,                0.82185,                0.91368,                0.86574,                0.92136,                0.68551,                    inf,                0.81284,                0.47591,                0.98481,                0.00307,                0.00307,                0.00307
                    212,                 0.3481,                0.62167,                0.28023,                0.85384,                0.90948,                0.85898,                0.92105,                0.82206,                0.91423,                0.86552,                 0.9213,                0.68588,                    inf,                0.81276,                0.47605,                0.98473,               0.003037,               0.003037,               0.003037
                    213,                0.34423,                0.62074,                0.27621,                0.85168,                0.90902,                0.85914,                0.92079,                0.82203,                0.91439,                0.86532,                0.92122,                0.68567,                    inf,                0.81261,                 0.4764,                0.98446,               0.003004,               0.003004,               0.003004
                    214,                0.34493,                0.61916,                 0.2784,                0.85415,                0.90824,                0.86009,                0.92095,                0.82234,                0.91407,                0.86562,                0.92132,                0.68604,                    inf,                0.81266,                0.47644,                0.98458,               0.002971,               0.002971,               0.002971
                    215,                0.34294,                0.61721,                0.27825,                0.85391,                0.90779,                0.86035,                0.92099,                0.82219,                0.91354,                0.86563,                0.92115,                0.68609,                    inf,                0.81244,                0.47643,                0.98484,               0.002938,               0.002938,               0.002938
                    216,                0.34134,                0.61663,                0.27411,                0.85252,                0.90756,                0.86081,                0.92068,                0.82239,                0.91324,                0.86606,                0.92112,                0.68601,                0.48548,                0.81278,                 0.4768,                0.98513,               0.002905,               0.002905,               0.002905
                    217,                0.34184,                0.61432,                0.27616,                0.85315,                0.90863,                0.86053,                0.92062,                0.82234,                 0.9145,                0.86582,                0.92136,                0.68645,                    inf,                 0.8128,                0.47713,                0.98485,               0.002872,               0.002872,               0.002872
                    218,                0.34038,                0.61795,                0.27521,                 0.8519,                0.90962,                0.85948,                0.92042,                0.82229,                0.91653,                0.86415,                 0.9212,                0.68616,                    inf,                0.81288,                 0.4772,                0.98511,               0.002839,               0.002839,               0.002839
                    219,                 0.3371,                0.61217,                0.27391,                0.85112,                0.91054,                0.85844,                0.92035,                0.82238,                0.91583,                0.86422,                0.92107,                0.68621,                    inf,                0.81307,                0.47792,                0.98502,               0.002806,               0.002806,               0.002806
                    220,                0.33748,                0.61433,                0.27327,                0.85264,                0.91149,                0.85789,                0.92044,                 0.8225,                0.91416,                0.86484,                0.92059,                0.68588,                    inf,                0.81333,                0.47849,                0.98485,               0.002773,               0.002773,               0.002773
                    221,                0.33402,                0.60983,                  0.271,                0.85221,                0.90901,                0.85936,                 0.9204,                 0.8224,                0.91465,                0.86468,                0.92049,                0.68582,                    inf,                0.81321,                0.47866,                0.98525,                0.00274,                0.00274,                0.00274
                    222,                0.33601,                 0.6087,                0.26873,                0.85334,                0.90707,                0.86078,                0.92003,                0.82229,                 0.9124,                0.86613,                 0.9204,                0.68577,                    inf,                0.81364,                0.47854,                0.98545,               0.002707,               0.002707,               0.002707
                    223,                0.33267,                0.60943,                0.26846,                0.85234,                0.90456,                0.86279,                0.91998,                0.82226,                0.91092,                0.86786,                0.92058,                0.68579,                    inf,                0.81368,                0.47866,                0.98589,               0.002674,               0.002674,               0.002674
                    224,                0.33157,                0.60678,                0.26895,                0.85114,                0.90611,                0.86209,                0.92018,                0.82225,                0.91306,                0.86584,                0.92055,                0.68541,                    inf,                0.81366,                0.47926,                0.98593,               0.002641,               0.002641,               0.002641
                    225,                0.33204,                0.60794,                0.26695,                0.85006,                0.90865,                0.85943,                0.92006,                0.82237,                0.91424,                 0.8648,                0.92051,                0.68606,                    inf,                0.81315,                0.47988,                0.98574,               0.002608,               0.002608,               0.002608
                    226,                0.32782,                0.59914,                0.26639,                0.84914,                0.91092,                0.85766,                0.92008,                0.82248,                0.91672,                0.86312,                0.92065,                 0.6861,                0.48285,                0.81384,                0.48036,                0.98613,               0.002575,               0.002575,               0.002575
                    227,                0.32848,                0.60468,                0.26848,                0.85088,                0.91036,                0.85808,                0.92009,                0.82254,                0.91497,                0.86404,                0.92041,                0.68651,                0.48266,                0.81404,                0.48042,                0.98636,               0.002542,               0.002542,               0.002542
