                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.42059,                0.69447,                0.34646,                0.88544,                0.90363,                0.86714,                0.92391,                0.82369,                 0.9091,                0.87289,                0.92428,                0.68267,                0.47466,                0.81301,                0.45948,                0.97478,              0.0074755,              0.0074755,              0.0074755
                    155,                0.42253,                0.69522,                0.34744,                0.88784,                 0.9037,                0.86627,                  0.924,                0.82371,                0.90951,                0.87207,                0.92437,                 0.6825,                0.47498,                0.81361,                0.45981,                0.97509,               0.007459,               0.007459,               0.007459
                    156,                0.42076,                0.69522,                0.34737,                0.88556,                0.90403,                 0.8661,                0.92392,                0.82358,                0.90968,                 0.8725,                 0.9244,                0.68284,                0.47454,                 0.8133,                0.45921,                0.97493,              0.0074425,              0.0074425,              0.0074425
                    157,                0.42119,                0.69494,                0.34874,                0.88649,                0.90265,                0.86744,                0.92417,                0.82402,                0.90841,                0.87378,                0.92477,                0.68304,                0.47413,                0.81287,                0.45868,                0.97483,               0.007426,               0.007426,               0.007426
                    158,                0.42065,                0.69731,                0.34695,                0.88457,                0.90343,                0.86662,                0.92411,                0.82393,                0.90821,                0.87456,                0.92471,                0.68314,                0.47424,                0.81301,                0.45834,                0.97528,              0.0074095,              0.0074095,              0.0074095
                    159,                0.41884,                0.69199,                 0.3473,                0.88356,                0.90509,                0.86519,                0.92418,                0.82398,                0.90992,                0.87231,                0.92483,                0.68277,                0.47417,                0.81298,                0.45843,                0.97523,               0.007393,               0.007393,               0.007393
                    160,                0.41883,                0.69303,                0.34646,                0.88122,                0.90598,                0.86454,                0.92371,                 0.8239,                0.91094,                0.87124,                0.92416,                0.68267,                0.47422,                0.81314,                0.45854,                0.97533,              0.0073765,              0.0073765,              0.0073765
                    161,                0.41808,                0.69268,                0.34678,                0.88523,                0.90444,                0.86653,                0.92393,                0.82397,                0.90993,                0.87226,                0.92405,                0.68284,                0.47347,                0.81346,                 0.4585,                0.97488,                0.00736,                0.00736,                0.00736
                    162,                0.42122,                0.69704,                0.34831,                0.88487,                0.90373,                0.86649,                0.92396,                0.82426,                 0.9095,                 0.8725,                0.92407,                0.68297,                0.47343,                0.81407,                0.45855,                0.97513,              0.0073435,              0.0073435,              0.0073435
                    163,                0.41935,                 0.6931,                 0.3475,                0.88475,                0.90477,                0.86602,                0.92382,                0.82448,                0.90854,                0.87384,                0.92396,                0.68352,                0.47332,                0.81368,                0.45843,                0.97516,               0.007327,               0.007327,               0.007327
                    164,                0.42008,                 0.6897,                0.34501,                0.88529,                0.90321,                0.86721,                0.92402,                0.82463,                0.90838,                0.87413,                0.92441,                0.68325,                0.47348,                0.81359,                0.45849,                0.97534,              0.0073105,              0.0073105,              0.0073105
                    165,                0.41897,                0.69436,                0.34458,                0.88587,                0.90225,                0.86873,                0.92415,                0.82477,                0.90819,                0.87466,                0.92442,                0.68369,                0.47341,                 0.8138,                 0.4585,                0.97548,               0.007294,               0.007294,               0.007294
                    166,                0.41651,                0.69515,                0.34507,                0.88459,                 0.9022,                0.86847,                0.92406,                0.82459,                0.90689,                0.87571,                0.92431,                0.68358,                0.47361,                 0.8138,                0.45835,                 0.9759,              0.0072775,              0.0072775,              0.0072775
                    167,                0.41547,                0.69204,                0.34126,                0.88538,                0.90256,                0.86812,                0.92371,                0.82439,                0.90752,                0.87552,                0.92446,                0.68324,                0.47405,                0.81447,                0.45806,                 0.9765,               0.007261,               0.007261,               0.007261
                    168,                0.41862,                0.69295,                0.34357,                0.88313,                0.90308,                0.86747,                0.92349,                0.82425,                0.90875,                0.87416,                0.92426,                0.68367,                0.47404,                0.81406,                 0.4579,                0.97674,              0.0072445,              0.0072445,              0.0072445
                    169,                0.41759,                 0.6915,                0.34595,                0.88284,                0.90432,                0.86673,                0.92344,                0.82421,                 0.9081,                0.87495,                0.92442,                 0.6837,                0.47414,                0.81419,                0.45823,                0.97702,               0.007228,               0.007228,               0.007228
                    170,                0.41561,                0.69067,                0.34224,                0.88519,                0.90448,                0.86698,                0.92364,                0.82449,                 0.9103,                0.87323,                0.92461,                0.68414,                0.47423,                0.81399,                0.45832,                0.97755,              0.0072115,              0.0072115,              0.0072115
                    171,                0.41643,                0.69337,                0.34538,                0.88567,                0.90307,                 0.8674,                0.92355,                0.82426,                0.90913,                0.87348,                0.92424,                0.68413,                0.47399,                0.81405,                0.45863,                 0.9776,               0.007195,               0.007195,               0.007195
                    172,                0.41462,                0.69089,                0.34333,                0.88528,                0.90722,                0.86341,                0.92381,                0.82435,                0.91021,                0.87229,                0.92459,                0.68439,                0.47413,                 0.8144,                0.45887,                0.97802,              0.0071785,              0.0071785,              0.0071785
                    173,                0.41438,                0.69161,                0.34301,                0.88352,                0.90511,                0.86539,                0.92361,                0.82412,                0.90949,                0.87241,                0.92417,                0.68446,                0.47408,                0.81456,                0.45909,                0.97831,               0.007162,               0.007162,               0.007162
                    174,                0.41447,                0.68801,                0.34189,                0.88041,                0.90574,                0.86554,                0.92367,                0.82422,                0.91093,                0.87182,                0.92444,                 0.6839,                0.47416,                0.81483,                0.45898,                0.97848,              0.0071455,              0.0071455,              0.0071455
                    175,                  0.414,                0.69198,                0.34355,                0.88252,                0.90489,                0.86592,                0.92379,                0.82407,                0.90998,                0.87243,                0.92447,                 0.6836,                0.47442,                0.81549,                0.45934,                0.97884,               0.007129,               0.007129,               0.007129
                    176,                0.41296,                0.68841,                 0.3385,                0.88358,                0.90336,                 0.8675,                0.92369,                0.82413,                0.90899,                0.87309,                0.92436,                0.68397,                0.47436,                0.81584,                0.45973,                0.97878,              0.0071125,              0.0071125,              0.0071125
                    177,                0.41342,                0.69023,                0.34185,                0.88217,                 0.9022,                0.86842,                0.92371,                0.82438,                0.90801,                0.87401,                0.92432,                0.68437,                0.47454,                0.81581,                0.45963,                0.97909,               0.007096,               0.007096,               0.007096
                    178,                 0.4119,                0.68776,                0.34114,                0.88208,                0.90459,                0.86664,                 0.9237,                0.82442,                0.90854,                0.87378,                0.92449,                0.68432,                0.47446,                0.81582,                0.45947,                  0.979,              0.0070795,              0.0070795,              0.0070795
                    179,                0.41065,                0.68511,                0.34001,                0.88199,                0.90577,                0.86581,                 0.9237,                0.82444,                0.90932,                0.87334,                0.92436,                  0.684,                0.47443,                0.81484,                0.45948,                0.97909,               0.007063,               0.007063,               0.007063
                    180,                0.41003,                0.68397,                0.33827,                0.88194,                0.90453,                0.86711,                0.92372,                0.82447,                0.90847,                0.87413,                 0.9244,                 0.6842,                0.47426,                0.81428,                0.45928,                0.97912,              0.0070465,              0.0070465,              0.0070465
                    181,                0.41043,                0.68364,                0.34031,                0.88138,                 0.9071,                 0.8651,                0.92382,                0.82462,                0.91109,                0.87163,                0.92417,                0.68446,                 0.4742,                0.81393,                 0.4598,                0.97928,                0.00703,                0.00703,                0.00703
                    182,                0.41039,                0.68627,                0.33723,                0.88276,                0.90654,                0.86571,                0.92394,                0.82478,                0.91106,                0.87179,                0.92433,                0.68453,                0.47402,                0.81327,                0.46025,                0.97931,              0.0070135,              0.0070135,              0.0070135
                    183,                0.40828,                0.68255,                0.33855,                0.88122,                0.90526,                0.86688,                0.92393,                 0.8248,                0.90995,                0.87335,                0.92457,                0.68451,                0.47363,                0.81298,                0.46024,                  0.979,               0.006997,               0.006997,               0.006997
                    184,                 0.4141,                0.68969,                0.34177,                0.88511,                0.90478,                0.86699,                0.92359,                0.82472,                0.90962,                0.87351,                0.92447,                0.68486,                0.47317,                0.81284,                0.46029,                 0.9788,              0.0069805,              0.0069805,              0.0069805
                    185,                0.40981,                0.68381,                0.33708,                0.88282,                0.90394,                0.86737,                0.92365,                0.82479,                0.90898,                0.87312,                0.92419,                0.68442,                 0.4731,                0.81329,                0.46055,                0.97917,               0.006964,               0.006964,               0.006964
                    186,                0.41152,                0.68751,                 0.3386,                0.88378,                0.90538,                0.86505,                0.92355,                0.82458,                0.91085,                0.87062,                0.92406,                0.68473,                0.47322,                0.81374,                0.46092,                0.97958,              0.0069475,              0.0069475,              0.0069475
                    187,                0.40669,                0.68139,                0.33684,                0.87971,                 0.9043,                0.86621,                0.92355,                0.82478,                0.90741,                0.87387,                0.92398,                 0.6849,                0.47324,                0.81361,                0.46086,                0.98006,               0.006931,               0.006931,               0.006931
                    188,                0.40975,                0.68635,                0.33775,                0.88151,                0.90253,                 0.8677,                0.92329,                0.82467,                0.90784,                0.87358,                0.92404,                0.68505,                0.47315,                  0.814,                0.46093,                0.98028,              0.0069145,              0.0069145,              0.0069145
                    189,                0.40931,                0.68453,                0.33731,                0.88051,                0.90023,                0.86929,                0.92329,                0.82455,                0.90601,                0.87448,                0.92394,                0.68548,                0.47314,                0.81454,                0.46131,                 0.9806,               0.006898,               0.006898,               0.006898
                    190,                0.40831,                0.68472,                0.33472,                0.88134,                0.90087,                 0.8686,                0.92339,                 0.8246,                0.90673,                0.87426,                0.92411,                 0.6857,                0.47302,                0.81407,                0.46106,                 0.9807,              0.0068815,              0.0068815,              0.0068815
                    191,                0.40814,                0.68286,                0.33925,                 0.8822,                0.90177,                0.86779,                0.92298,                0.82423,                0.90752,                0.87378,                0.92389,                0.68538,                0.47285,                0.81349,                0.46087,                0.98081,               0.006865,               0.006865,               0.006865
                    192,                0.40819,                0.68356,                0.33664,                0.87961,                0.90361,                0.86646,                 0.9229,                0.82411,                0.90928,                0.87309,                0.92371,                0.68532,                0.47314,                0.81335,                 0.4611,                0.98135,              0.0068485,              0.0068485,              0.0068485
                    193,                0.40708,                0.68231,                0.33456,                0.87914,                 0.9046,                0.86558,                0.92285,                0.82395,                0.91011,                0.87159,                0.92344,                0.68496,                0.47298,                0.81395,                0.46146,                0.98126,               0.006832,               0.006832,               0.006832
                    194,                0.40565,                0.67924,                  0.334,                0.87971,                0.90481,                0.86555,                0.92247,                0.82377,                0.90973,                0.87174,                0.92322,                0.68492,                0.47274,                0.81395,                0.46162,                0.98134,              0.0068155,              0.0068155,              0.0068155
                    195,                 0.4043,                0.68066,                0.33535,                0.87952,                0.90479,                 0.8663,                0.92288,                0.82418,                0.90975,                0.87221,                 0.9232,                0.68507,                0.47268,                0.81336,                0.46093,                0.98173,               0.006799,               0.006799,               0.006799
                    196,                0.40689,                0.68088,                0.33515,                0.88034,                0.90583,                 0.8649,                0.92289,                0.82421,                0.91001,                0.87156,                0.92299,                0.68537,                 0.4726,                0.81344,                0.46097,                0.98181,              0.0067825,              0.0067825,              0.0067825
                    197,                0.40386,                0.67964,                0.33497,                0.87983,                0.90476,                0.86585,                0.92271,                0.82417,                0.91015,                0.87179,                0.92301,                0.68474,                0.47289,                  0.814,                 0.4614,                0.98252,               0.006766,               0.006766,               0.006766
                    198,                0.40188,                 0.6764,                0.33094,                0.87836,                0.90437,                0.86603,                0.92269,                0.82385,                0.90952,                0.87182,                0.92238,                0.68449,                 0.4729,                0.81472,                0.46144,                 0.9829,              0.0067495,              0.0067495,              0.0067495
                    199,                0.40613,                0.68072,                0.33312,                0.88142,                0.90408,                 0.8658,                0.92249,                0.82378,                0.90919,                0.87163,                0.92243,                0.68493,                0.47251,                 0.8145,                0.46179,                0.98283,               0.006733,               0.006733,               0.006733
                    200,                0.40185,                0.67695,                 0.3338,                0.88086,                0.90388,                0.86565,                0.92245,                0.82397,                0.90942,                 0.8714,                0.92258,                0.68552,                0.47218,                0.81408,                0.46209,                0.98305,              0.0067165,              0.0067165,              0.0067165
                    201,                0.40384,                0.67927,                0.33342,                0.88057,                0.90328,                0.86643,                0.92239,                0.82397,                 0.9089,                0.87182,                0.92264,                0.68549,                0.47176,                0.81383,                0.46218,                0.98296,                 0.0067,                 0.0067,                 0.0067
                    202,                0.40284,                0.67834,                 0.3301,                0.87911,                0.90327,                0.86598,                0.92208,                0.82364,                0.90938,                 0.8713,                0.92285,                0.68532,                0.47202,                0.81408,                0.46281,                0.98356,              0.0066835,              0.0066835,              0.0066835
                    203,                0.40268,                0.67844,                 0.3314,                0.87536,                0.90392,                0.86574,                 0.9219,                0.82363,                0.91013,                0.87104,                0.92266,                0.68551,                0.47199,                0.81396,                0.46263,                0.98347,               0.006667,               0.006667,               0.006667
                    204,                0.40091,                0.67397,                0.33133,                0.87914,                0.90538,                0.86439,                0.92189,                0.82364,                0.91136,                0.86938,                0.92212,                0.68556,                0.47168,                0.81393,                0.46303,                0.98328,              0.0066505,              0.0066505,              0.0066505
                    205,                0.39928,                0.67685,                0.33336,                0.87858,                0.90394,                0.86529,                 0.9219,                0.82383,                 0.9113,                0.86909,                0.92227,                0.68558,                0.47163,                0.81383,                0.46342,                0.98341,               0.006634,               0.006634,               0.006634
                    206,                0.39636,                0.67373,                0.32923,                0.87743,                0.90283,                0.86624,                0.92182,                0.82365,                0.91148,                0.86912,                0.92229,                0.68546,                0.47178,                0.81346,                0.46392,                0.98387,              0.0066175,              0.0066175,              0.0066175
                    207,                0.40105,                 0.6755,                0.33129,                0.88022,                 0.9046,                0.86462,                 0.9217,                0.82351,                0.91106,                0.86912,                0.92228,                0.68578,                0.47169,                0.81328,                0.46457,                0.98413,               0.006601,               0.006601,               0.006601
                    208,                0.39905,                0.67566,                0.33275,                 0.8757,                0.90496,                0.86425,                0.92167,                0.82364,                0.91148,                 0.8689,                0.92234,                0.68538,                0.47153,                0.81301,                0.46423,                0.98428,              0.0065845,              0.0065845,              0.0065845
                    209,                0.40128,                 0.6762,                0.33115,                0.87694,                 0.9044,                0.86479,                0.92168,                0.82366,                0.91203,                0.86852,                0.92232,                0.68558,                0.47164,                0.81327,                0.46422,                0.98487,               0.006568,               0.006568,               0.006568
                    210,                 0.3991,                0.67358,                0.32929,                0.87801,                0.90533,                0.86396,                0.92141,                0.82352,                0.91139,                0.86903,                0.92198,                0.68527,                0.47152,                 0.8133,                0.46438,                0.98507,              0.0065515,              0.0065515,              0.0065515
                    211,                 0.3963,                0.67338,                0.32916,                0.87832,                0.90446,                0.86464,                0.92148,                 0.8237,                0.91068,                0.86981,                0.92213,                 0.6856,                0.47117,                0.81281,                0.46374,                 0.9851,               0.006535,               0.006535,               0.006535
                    212,                0.39956,                0.67447,                0.33141,                0.87828,                0.90393,                0.86497,                0.92128,                0.82375,                0.91035,                0.86964,                0.92226,                0.68601,                0.47053,                0.81259,                0.46353,                0.98471,              0.0065185,              0.0065185,              0.0065185
                    213,                0.39611,                0.67196,                0.32613,                0.87682,                0.90481,                0.86388,                0.92099,                0.82341,                0.91115,                0.86881,                0.92196,                0.68596,                0.47049,                0.81261,                 0.4637,                0.98489,               0.006502,               0.006502,               0.006502
                    214,                0.39791,                0.67157,                0.33126,                0.88024,                0.90608,                0.86364,                 0.9212,                0.82358,                0.91177,                0.86906,                0.92225,                0.68611,                0.47065,                0.81295,                 0.4638,                0.98546,              0.0064855,              0.0064855,              0.0064855
                    215,                0.39613,                0.67197,                 0.3299,                0.87807,                0.90714,                0.86273,                0.92142,                0.82398,                0.91284,                0.86773,                0.92222,                0.68637,                 0.4706,                0.81225,                0.46421,                0.98566,               0.006469,               0.006469,               0.006469
                    216,                 0.3973,                0.67128,                 0.3277,                0.87664,                0.90496,                0.86418,                0.92143,                  0.824,                0.91002,                0.86964,                0.92256,                0.68685,                0.47019,                0.81183,                0.46427,                0.98545,              0.0064525,              0.0064525,              0.0064525
                    217,                0.39668,                0.67093,                0.32915,                0.87768,                0.90486,                0.86506,                0.92136,                0.82421,                0.91045,                0.87019,                0.92244,                0.68686,                0.46935,                0.81113,                0.46438,                0.98497,               0.006436,               0.006436,               0.006436
                    218,                0.39659,                 0.6744,                0.32981,                0.87833,                0.90288,                0.86614,                0.92128,                0.82421,                0.90908,                0.87085,                0.92236,                0.68643,                0.46923,                0.81116,                0.46405,                0.98535,              0.0064195,              0.0064195,              0.0064195
                    219,                0.39594,                0.67164,                0.32967,                0.87812,                 0.9011,                0.86744,                0.92126,                0.82413,                0.90718,                0.87257,                0.92253,                0.68654,                0.46929,                0.81084,                0.46432,                0.98559,               0.006403,               0.006403,               0.006403
                    220,                0.39415,                0.67404,                0.32845,                0.87675,                0.90063,                 0.8676,                0.92102,                0.82418,                0.90824,                0.87146,                0.92224,                0.68728,                0.46896,                  0.811,                0.46432,                0.98562,              0.0063865,              0.0063865,              0.0063865
                    221,                0.39214,                0.66756,                0.32561,                0.87518,                0.90258,                 0.8663,                 0.9211,                0.82415,                0.90885,                0.87131,                0.92238,                0.68682,                0.46874,                0.81168,                0.46476,                0.98552,                0.00637,                0.00637,                0.00637
                    222,                0.39334,                0.66429,                0.32241,                0.87465,                0.90628,                0.86282,                0.92097,                0.82445,                0.91211,                0.86838,                0.92232,                0.68734,                0.46836,                0.81097,                0.46441,                0.98544,              0.0063535,              0.0063535,              0.0063535
                    223,                 0.3924,                0.66676,                0.32357,                0.87468,                0.90459,                0.86467,                0.92112,                0.82471,                0.91102,                0.86942,                 0.9224,                0.68783,                0.46848,                0.81104,                0.46391,                0.98567,               0.006337,               0.006337,               0.006337
                    224,                0.39348,                0.66658,                0.32604,                0.87689,                0.90558,                0.86328,                0.92115,                0.82489,                0.91205,                 0.8676,                 0.9221,                0.68776,                0.46806,                 0.8113,                0.46406,                0.98538,              0.0063205,              0.0063205,              0.0063205
                    225,                0.39369,                0.66756,                0.32345,                0.87463,                 0.9057,                0.86387,                0.92141,                0.82489,                 0.9117,                 0.8687,                0.92218,                 0.6876,                0.46791,                  0.811,                0.46444,                0.98556,               0.006304,               0.006304,               0.006304
                    226,                 0.3895,                 0.6613,                0.32576,                0.87432,                0.90252,                0.86675,                0.92116,                0.82484,                0.90885,                0.87146,                0.92235,                0.68771,                0.46759,                 0.8113,                0.46423,                0.98538,              0.0062875,              0.0062875,              0.0062875
                    227,                0.39281,                0.66993,                0.32598,                0.87902,                0.90521,                0.86477,                0.92138,                0.82496,                0.91082,                0.87013,                0.92259,                0.68795,                0.46741,                0.81124,                0.46436,                 0.9854,               0.006271,               0.006271,               0.006271
                    228,                0.39174,                  0.667,                 0.3265,                0.87753,                 0.9069,                0.86285,                0.92123,                0.82499,                0.91247,                0.86909,                0.92252,                0.68803,                0.46709,                0.81086,                0.46441,                0.98528,              0.0062545,              0.0062545,              0.0062545
                    229,                0.39133,                0.66212,                0.32548,                0.87697,                0.90583,                 0.8643,                 0.9215,                0.82518,                0.91128,                0.87039,                0.92241,                0.68853,                0.46693,                0.81062,                0.46416,                0.98516,               0.006238,               0.006238,               0.006238
                    230,                0.39212,                0.66809,                0.32166,                0.87688,                0.90516,                0.86454,                0.92134,                0.82504,                0.91108,                0.87036,                0.92241,                0.68848,                0.46671,                0.81058,                0.46454,                0.98496,              0.0062215,              0.0062215,              0.0062215
                    231,                0.39214,                0.66775,                0.32457,                0.87671,                0.90549,                0.86415,                0.92138,                0.82516,                0.91099,                 0.8699,                0.92233,                0.68885,                0.46613,                 0.8103,                0.46464,                0.98446,               0.006205,               0.006205,               0.006205
                    232,                0.38961,                0.66247,                0.32113,                0.87353,                0.90499,                0.86447,                0.92148,                0.82567,                0.91076,                0.87016,                0.92271,                0.68918,                0.46558,                0.80978,                0.46458,                0.98404,              0.0061885,              0.0061885,              0.0061885
                    233,                0.38949,                0.66516,                0.31938,                0.87366,                0.90312,                0.86581,                0.92168,                0.82564,                0.90883,                0.87189,                0.92279,                0.68939,                0.46544,                0.80902,                 0.4644,                0.98413,               0.006172,               0.006172,               0.006172
                    234,                0.39121,                0.66819,                 0.3256,                0.87561,                0.90165,                0.86659,                 0.9214,                0.82563,                0.90777,                0.87247,                0.92302,                0.68936,                0.46526,                 0.8087,                0.46393,                0.98405,              0.0061555,              0.0061555,              0.0061555
                    235,                0.38891,                0.66792,                 0.3238,                0.87496,                0.90208,                0.86614,                0.92143,                 0.8258,                0.90787,                0.87195,                0.92293,                0.69014,                0.46492,                0.80894,                0.46347,                0.98406,               0.006139,               0.006139,               0.006139
                    236,                0.38902,                0.66421,                0.32128,                0.87495,                0.90253,                0.86552,                0.92159,                0.82575,                0.90817,                0.87176,                0.92311,                0.69012,                0.46489,                0.80875,                0.46333,                0.98428,              0.0061225,              0.0061225,              0.0061225
                    237,                0.38918,                0.66014,                0.32031,                0.87566,                0.90218,                0.86571,                0.92147,                0.82589,                0.90557,                0.87436,                0.92281,                0.69009,                0.46461,                0.80877,                0.46341,                0.98404,               0.006106,               0.006106,               0.006106
                    238,                0.38693,                0.65841,                 0.3188,                0.87273,                0.90075,                 0.8673,                0.92154,                0.82583,                0.90655,                0.87322,                 0.9233,                0.68956,                0.46447,                0.80861,                0.46342,                0.98403,              0.0060895,              0.0060895,              0.0060895
                    239,                0.38757,                0.66113,                0.32156,                0.87247,                0.90113,                0.86747,                0.92191,                0.82614,                0.90694,                0.87377,                0.92355,                0.68941,                0.46392,                0.80797,                0.46311,                0.98347,               0.006073,               0.006073,               0.006073
                    240,                0.38707,                0.66114,                0.32168,                0.87519,                0.90057,                0.86796,                0.92187,                0.82647,                 0.9069,                0.87426,                0.92404,                0.69035,                0.46381,                0.80766,                0.46307,                0.98371,              0.0060565,              0.0060565,              0.0060565
                    241,                0.38441,                0.65885,                0.31825,                 0.8736,                  0.906,                0.86322,                0.92207,                0.82668,                0.90724,                0.87309,                0.92417,                0.69004,                0.46335,                 0.8068,                0.46296,                0.98374,                0.00604,                0.00604,                0.00604
                    242,                0.38622,                 0.6613,                0.31977,                0.87281,                0.90778,                0.86159,                 0.9218,                0.82654,                0.90781,                0.87265,                0.92403,                0.68977,                0.46311,                0.80652,                0.46307,                0.98374,              0.0060235,              0.0060235,              0.0060235
                    243,                0.38237,                0.65751,                0.31896,                0.87072,                0.90635,                0.86299,                0.92163,                0.82603,                0.91265,                 0.8688,                0.92385,                0.68918,                0.46379,                0.80742,                0.46247,                0.98441,               0.006007,               0.006007,               0.006007
                    244,                0.38227,                0.65583,                0.31555,                0.87057,                0.90766,                0.86173,                0.92164,                0.82627,                0.91399,                0.86796,                0.92386,                0.68972,                 0.4633,                0.80662,                0.46183,                0.98437,              0.0059905,              0.0059905,              0.0059905
                    245,                0.38419,                0.65794,                0.31851,                0.87348,                  0.904,                0.86539,                0.92198,                0.82663,                0.91407,                0.86779,                0.92402,                0.68995,                0.46315,                0.80668,                0.46173,                0.98456,               0.005974,               0.005974,               0.005974
                    246,                0.38546,                0.65982,                0.31789,                0.87285,                0.90314,                0.86589,                0.92148,                0.82622,                0.91445,                0.86818,                0.92402,                0.68944,                0.46305,                0.80657,                0.46199,                0.98451,              0.0059575,              0.0059575,              0.0059575
                    247,                0.38424,                 0.6608,                0.31989,                0.87307,                0.90644,                0.86227,                 0.9215,                0.82633,                0.91425,                0.86834,                0.92399,                0.68961,                    inf,                0.80687,                0.46209,                0.98422,               0.005941,               0.005941,               0.005941
