                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.53536,                0.83696,                0.47504,                0.93485,                0.86355,                0.83256,                0.90852,                0.76319,                0.86844,                0.83966,                0.90735,                0.62442,                0.61886,                0.89931,                 0.5777,                 1.0148,               0.009835,               0.009835,               0.009835
                     12,                0.53016,                0.82553,                0.47026,                 0.9338,                0.84767,                0.83651,                0.90149,                 0.7614,                0.85371,                0.84181,                0.90166,                0.61595,                0.59448,                0.89361,                0.57034,                 1.0083,              0.0098185,              0.0098185,              0.0098185
                     13,                0.53013,                0.81921,                0.46486,                0.93421,                 0.8506,                0.82397,                0.89342,                0.75176,                0.85449,                0.82946,                0.89182,                0.61355,                0.60918,                0.90875,                0.59393,                 1.0211,               0.009802,               0.009802,               0.009802
                     14,                0.52777,                0.81655,                0.46329,                0.93481,                0.85491,                0.82813,                0.89906,                0.75961,                0.86299,                0.83596,                0.90269,                0.62324,                0.60191,                0.86536,                0.56334,                 1.0036,              0.0097855,              0.0097855,              0.0097855
                     15,                0.52399,                0.81135,                0.45994,                0.93111,                0.86259,                0.84233,                0.90802,                0.77575,                0.86815,                0.84889,                0.90891,                0.64237,                0.57601,                0.86298,                0.54865,                0.99321,               0.009769,               0.009769,               0.009769
                     16,                0.52481,                0.81276,                0.45838,                0.93156,                 0.8634,                0.83874,                0.90742,                0.77826,                0.86941,                0.84322,                0.90784,                0.64397,                 0.5683,                0.85046,                0.55626,                0.99307,              0.0097525,              0.0097525,              0.0097525
                     17,                0.52066,                0.80764,                 0.4516,                0.92547,                 0.8672,                0.83901,                0.91277,                0.78147,                0.87274,                0.84661,                0.91337,                0.64458,                0.57395,                0.84598,                0.53481,                0.98675,               0.009736,               0.009736,               0.009736
                     18,                0.51708,                 0.8047,                0.45104,                0.92671,                0.87347,                 0.8421,                0.91527,                0.78448,                0.87604,                0.85269,                0.91563,                0.64671,                0.56505,                 0.8362,                0.52605,                0.98529,              0.0097195,              0.0097195,              0.0097195
                     19,                0.51436,                0.80116,                0.44738,                0.92974,                0.86857,                0.84882,                0.91612,                  0.788,                0.87688,                0.85477,                0.91803,                0.65126,                 0.5665,                0.83812,                0.52227,                0.99213,               0.009703,               0.009703,               0.009703
                     20,                 0.5152,                0.80279,                0.44427,                0.92639,                0.87013,                0.84707,                0.91335,                0.78926,                0.87411,                0.85416,                0.91291,                0.64817,                0.55363,                0.84796,                0.51827,                0.98018,              0.0096865,              0.0096865,              0.0096865
                     21,                0.51227,                0.79675,                0.44203,                0.92376,                0.87321,                0.84976,                0.91562,                0.78925,                0.88018,                0.85701,                0.91719,                0.65063,                0.55975,                 0.8337,                0.51681,                0.98851,                0.00967,                0.00967,                0.00967
                     22,                0.50915,                0.79833,                0.43729,                0.92172,                0.86949,                0.85092,                  0.914,                0.79009,                0.87713,                0.85663,                0.91529,                0.65167,                0.56081,                0.84686,                0.51282,                0.98383,              0.0096535,              0.0096535,              0.0096535
                     23,                0.50725,                 0.7875,                0.43485,                0.92297,                0.87783,                0.84564,                0.91299,                  0.785,                0.88211,                0.85389,                0.91248,                0.64619,                0.56304,                0.85799,                0.52803,                0.99201,               0.009637,               0.009637,               0.009637
                     24,                0.50751,                0.79071,                0.43759,                0.92502,                0.88193,                0.85357,                0.92242,                0.80161,                0.88852,                 0.8611,                0.92366,                0.66287,                0.53667,                0.81919,                0.50043,                0.97613,              0.0096205,              0.0096205,              0.0096205
                     25,                0.50321,                0.78766,                0.43226,                0.92409,                0.87859,                0.85714,                0.92181,                0.80147,                 0.8847,                0.86406,                0.92211,                0.66513,                0.53182,                0.80934,                  0.498,                0.97372,               0.009604,               0.009604,               0.009604
                     26,                0.50077,                0.78152,                0.42921,                0.92082,                0.87655,                0.85054,                 0.9194,                0.79852,                0.87971,                0.86234,                 0.9205,                0.66147,                0.54677,                0.82901,                0.50171,                0.98786,              0.0095875,              0.0095875,              0.0095875
                     27,                 0.5007,                0.78678,                0.42664,                0.91981,                0.88161,                0.85126,                0.91624,                0.79501,                0.88813,                0.85645,                0.91676,                0.65658,                 0.5493,                0.83918,                0.51557,                 0.9906,               0.009571,               0.009571,               0.009571
                     28,                0.49976,                 0.7818,                0.42478,                0.91781,                0.88413,                0.85859,                0.92398,                0.80692,                0.88677,                0.86903,                0.92643,                 0.6692,                0.53329,                0.81992,                0.48891,                0.97473,              0.0095545,              0.0095545,              0.0095545
                     29,                0.49708,                0.77858,                0.41895,                0.91955,                0.88319,                0.85663,                0.92203,                0.80722,                0.88975,                0.86344,                0.92417,                0.66813,                0.53643,                0.82658,                0.49262,                0.98305,               0.009538,               0.009538,               0.009538
                     30,                0.49614,                0.78097,                0.42722,                0.91925,                0.88771,                0.85773,                 0.9233,                0.80815,                0.89134,                 0.8652,                0.92413,                0.66727,                0.52737,                0.81381,                0.48992,                0.98025,              0.0095215,              0.0095215,              0.0095215
                     31,                0.49501,                  0.775,                0.42019,                0.91716,                0.88775,                0.85909,                0.92524,                0.81306,                0.89302,                0.86419,                0.92582,                0.67137,                0.52234,                0.81297,                0.48244,                0.96999,               0.009505,               0.009505,               0.009505
                     32,                0.49227,                 0.7724,                0.41708,                0.91591,                0.88985,                0.85943,                0.92411,                0.81104,                0.89507,                 0.8662,                0.92519,                0.67306,                0.51959,                0.80997,                0.48134,                0.96907,              0.0094885,              0.0094885,              0.0094885
                     33,                 0.4943,                0.77618,                0.41897,                0.91598,                 0.8902,                0.85879,                0.92463,                0.81206,                0.89545,                0.86675,                0.92629,                0.67272,                0.51354,                0.80477,                0.46923,                0.96725,               0.009472,               0.009472,               0.009472
                     34,                0.49192,                0.77152,                0.41631,                0.91624,                 0.8913,                0.86133,                0.92492,                0.81115,                0.89806,                0.86786,                0.92769,                0.67387,                0.51914,                 0.8008,                0.47267,                0.97409,              0.0094555,              0.0094555,              0.0094555
                     35,                0.49467,                0.77394,                0.41838,                0.91675,                0.89092,                0.86084,                0.92678,                0.81459,                0.89768,                0.86737,                0.92763,                0.67551,                0.51409,                0.80257,                0.47009,                 0.9676,               0.009439,               0.009439,               0.009439
                     36,                0.49036,                0.76879,                0.41342,                 0.9102,                0.89077,                0.86195,                0.92455,                0.81246,                0.89648,                0.86958,                0.92577,                0.67168,                0.51454,                0.80745,                0.47553,                0.96451,              0.0094225,              0.0094225,              0.0094225
                     37,                0.48843,                0.76794,                0.41054,                0.91293,                 0.8913,                0.85715,                0.92492,                0.81278,                0.89718,                0.86281,                0.92501,                0.67117,                0.51428,                0.80666,                0.47409,                0.97032,               0.009406,               0.009406,               0.009406
                     38,                0.48892,                0.77213,                0.41149,                0.91102,                0.88925,                0.85899,                0.92483,                 0.8113,                0.89336,                0.86698,                0.92467,                0.66936,                0.51488,                0.81084,                0.47645,                0.97115,              0.0093895,              0.0093895,              0.0093895
                     39,                0.48468,                0.76489,                 0.4095,                0.91206,                0.89051,                0.86428,                0.92712,                0.81607,                0.89758,                0.87036,                0.92826,                0.67674,                 0.5076,                0.80054,                0.46967,                0.96869,               0.009373,               0.009373,               0.009373
                     40,                0.48273,                0.76032,                0.40351,                 0.9082,                0.88885,                 0.8645,                0.92738,                0.81756,                0.89903,                 0.8697,                0.92904,                0.67934,                 0.5057,                0.79994,                0.46847,                0.96825,              0.0093565,              0.0093565,              0.0093565
                     41,                0.48288,                0.76356,                0.40454,                0.90959,                0.89173,                0.86549,                0.92698,                0.81903,                0.89935,                0.87127,                 0.9284,                0.67784,                0.50471,                0.80152,                0.46569,                0.96779,                0.00934,                0.00934,                0.00934
                     42,                0.48471,                0.76273,                 0.4051,                0.90882,                0.89497,                0.86299,                0.92735,                 0.8194,                0.90211,                0.86925,                0.92837,                0.67941,                0.50126,                 0.8003,                0.46299,                0.96704,              0.0093235,              0.0093235,              0.0093235
                     43,                 0.4831,                0.76409,                0.40951,                0.91045,                0.89442,                0.86094,                0.92598,                0.81821,                0.90171,                0.86796,                0.92745,                0.67532,                0.50202,                0.80668,                0.46698,                0.96874,               0.009307,               0.009307,               0.009307
                     44,                0.47992,                0.76024,                0.40338,                0.90827,                0.89564,                0.86061,                0.92509,                0.81749,                0.90312,                0.86779,                0.92698,                0.67422,                0.50294,                0.80913,                0.46835,                0.97026,              0.0092905,              0.0092905,              0.0092905
                     45,                0.47971,                0.75805,                0.40084,                0.90841,                0.89646,                0.85895,                0.92487,                0.81692,                0.89942,                0.86941,                0.92509,                0.67372,                0.50363,                0.81101,                0.47006,                0.97209,               0.009274,               0.009274,               0.009274
                     46,                0.47887,                0.75625,                0.39777,                0.91047,                0.89692,                0.86091,                0.92477,                0.81669,                 0.9017,                0.86829,                0.92513,                0.67367,                0.50327,                0.81019,                0.46876,                 0.9737,              0.0092575,              0.0092575,              0.0092575
                     47,                0.47986,                0.75698,                0.40234,                0.90798,                0.89438,                 0.8662,                0.92585,                0.81792,                0.90118,                0.87244,                0.92619,                0.67534,                0.50121,                0.80872,                0.46343,                0.97275,               0.009241,               0.009241,               0.009241
                     48,                0.48073,                0.75459,                0.40087,                0.90762,                0.89383,                0.86614,                0.92568,                 0.8178,                0.90089,                0.87315,                0.92518,                0.67486,                0.50072,                0.80852,                0.46394,                0.97183,              0.0092245,              0.0092245,              0.0092245
                     49,                0.47719,                0.75265,                0.39988,                0.90697,                0.89113,                0.86922,                0.92532,                0.81754,                 0.8978,                0.87572,                0.92517,                0.67545,                0.50043,                 0.8085,                0.46424,                0.97247,               0.009208,               0.009208,               0.009208
                     50,                0.47517,                0.75493,                0.40099,                0.90605,                0.89398,                0.86708,                 0.9263,                0.81904,                0.90083,                0.87396,                0.92599,                0.67688,                0.49724,                0.80734,                0.46248,                0.97081,              0.0091915,              0.0091915,              0.0091915
                     51,                0.47305,                0.75055,                0.39796,                0.90652,                0.89794,                 0.8651,                0.92664,                0.81964,                0.90375,                 0.8727,                0.92646,                0.67846,                0.49643,                0.80775,                0.46263,                0.97101,               0.009175,               0.009175,               0.009175
                     52,                 0.4741,                0.75178,                0.39428,                0.90688,                0.89844,                 0.8635,                0.92705,                0.82043,                0.90559,                0.86984,                0.92713,                0.67944,                0.49441,                0.80902,                0.46385,                 0.9705,              0.0091585,              0.0091585,              0.0091585
                     53,                0.47125,                0.74753,                0.39198,                0.90465,                0.89955,                0.86251,                0.92721,                0.82061,                0.90667,                0.86907,                0.92637,                0.67914,                0.49293,                0.80856,                 0.4625,                0.96982,               0.009142,               0.009142,               0.009142
                     54,                0.47314,                0.75319,                0.39594,                0.90671,                0.90041,                0.86137,                0.92701,                0.82107,                0.90535,                0.86958,                0.92621,                0.67866,                0.49239,                0.80891,                 0.4625,                0.96977,              0.0091255,              0.0091255,              0.0091255
                     55,                0.46964,                0.74696,                0.39193,                0.90371,                 0.9021,                0.86133,                0.92703,                0.82146,                0.90721,                0.86894,                0.92658,                0.67884,                0.49195,                0.81005,                0.46187,                0.96993,               0.009109,               0.009109,               0.009109
                     56,                0.46974,                0.74866,                0.39115,                0.90579,                0.90064,                  0.863,                0.92699,                0.82142,                0.90673,                0.86995,                0.92645,                0.67874,                0.49076,                0.81145,                0.46168,                0.96963,              0.0090925,              0.0090925,              0.0090925
                     57,                0.47076,                0.75229,                0.39351,                0.90569,                0.90218,                0.86152,                 0.9265,                0.82097,                0.90688,                   0.87,                0.92642,                0.67798,                0.49058,                0.81172,                0.46154,                0.96971,               0.009076,               0.009076,               0.009076
                     58,                0.47008,                0.74468,                0.39142,                0.90605,                0.90174,                0.86186,                0.92636,                0.82092,                0.90815,                0.86831,                0.92614,                0.67838,                0.48976,                0.81235,                0.46095,                0.96997,              0.0090595,              0.0090595,              0.0090595
                     59,                0.47097,                0.74876,                0.39179,                0.90534,                 0.9005,                0.86341,                0.92661,                0.82128,                0.90667,                 0.8706,                0.92625,                 0.6782,                0.48903,                0.81097,                0.46026,                0.96963,               0.009043,               0.009043,               0.009043
                     60,                0.46928,                0.74963,                0.38849,                0.90281,                0.90072,                0.86441,                0.92647,                0.82083,                0.90516,                0.87299,                0.92607,                0.67794,                0.48967,                0.81131,                0.46108,                0.97067,              0.0090265,              0.0090265,              0.0090265
                     61,                0.46815,                0.74582,                0.38885,                0.90559,                0.89891,                  0.865,                0.92596,                0.82072,                0.90496,                 0.8725,                0.92594,                0.67705,                0.48981,                0.81232,                0.46148,                0.97134,                0.00901,                0.00901,                0.00901
                     62,                0.46592,                0.74229,                0.38718,                0.90354,                0.89809,                0.86565,                0.92602,                0.82078,                0.90621,                0.87161,                0.92578,                0.67679,                0.48996,                0.81321,                0.46195,                0.97142,              0.0089935,              0.0089935,              0.0089935
                     63,                0.46668,                0.73938,                0.38807,                0.90217,                0.89763,                0.86735,                0.92617,                0.82109,                0.90686,                0.87324,                0.92599,                0.67696,                0.48911,                0.81307,                0.46149,                0.97101,               0.008977,               0.008977,               0.008977
                     64,                0.46529,                0.73813,                0.38677,                0.90059,                0.90139,                0.86465,                0.92594,                0.82094,                0.90864,                0.87104,                0.92564,                0.67704,                0.48876,                0.81269,                0.46255,                0.97085,              0.0089605,              0.0089605,              0.0089605
                     65,                0.46417,                0.74244,                0.38625,                0.90044,                0.90229,                0.86363,                0.92597,                0.82092,                0.90873,                0.87068,                0.92578,                0.67711,                0.48879,                0.81286,                0.46232,                0.97131,               0.008944,               0.008944,               0.008944
                     66,                0.46476,                 0.7435,                0.38682,                 0.9027,                0.90223,                0.86389,                 0.9261,                0.82147,                0.90669,                0.87341,                0.92634,                0.67793,                0.48764,                 0.8126,                0.46151,                0.97052,              0.0089275,              0.0089275,              0.0089275
                     67,                0.46642,                0.74183,                0.38723,                0.90374,                0.90253,                0.86315,                0.92634,                0.82168,                0.90876,                0.87062,                0.92632,                0.67834,                0.48719,                0.81286,                0.46112,                0.97035,               0.008911,               0.008911,               0.008911
                     68,                 0.4614,                0.73843,                0.37931,                0.89793,                0.90143,                0.86445,                 0.9265,                0.82198,                0.90869,                 0.8715,                0.92642,                0.67844,                0.48675,                 0.8123,                0.46052,                0.97016,              0.0088945,              0.0088945,              0.0088945
                     69,                0.46573,                0.74261,                0.38543,                0.90181,                0.89982,                0.86596,                0.92638,                0.82197,                0.90712,                0.87231,                0.92574,                 0.6782,                0.48689,                0.81223,                0.46036,                0.97022,               0.008878,               0.008878,               0.008878
                     70,                0.46457,                0.74553,                0.38382,                 0.9025,                0.89937,                0.86591,                 0.9266,                0.82252,                0.90754,                0.87271,                0.92676,                0.67889,                0.48641,                 0.8117,                0.45985,                0.97026,              0.0088615,              0.0088615,              0.0088615
                     71,                0.45946,                 0.7347,                0.37979,                0.90119,                0.89985,                0.86622,                0.92655,                0.82276,                0.90707,                0.87317,                0.92645,                0.67887,                0.48565,                0.81125,                0.45981,                0.97004,               0.008845,               0.008845,               0.008845
                     72,                0.46247,                 0.7386,                0.38398,                0.90367,                 0.9014,                0.86598,                0.92663,                0.82281,                0.90814,                0.87316,                0.92653,                0.67863,                0.48491,                0.81107,                0.45952,                0.96986,              0.0088285,              0.0088285,              0.0088285
                     73,                0.46062,                0.73561,                0.38351,                0.90173,                0.90039,                0.86677,                 0.9264,                 0.8225,                  0.908,                0.87344,                0.92605,                0.67854,                0.48537,                0.81118,                0.45982,                 0.9706,               0.008812,               0.008812,               0.008812
                     74,                0.46076,                0.73895,                0.38015,                0.89947,                0.90198,                0.86621,                0.92641,                0.82254,                0.90974,                0.87185,                0.92611,                0.67824,                 0.4855,                0.81156,                0.45963,                0.97082,              0.0087955,              0.0087955,              0.0087955
                     75,                0.45953,                0.73982,                0.38205,                0.90123,                0.90225,                0.86558,                0.92615,                0.82253,                0.91011,                0.87172,                0.92594,                0.67816,                0.48545,                0.81164,                 0.4601,                0.97087,               0.008779,               0.008779,               0.008779
                     76,                0.45746,                0.73338,                0.37709,                0.89866,                0.90158,                0.86597,                0.92606,                0.82237,                0.90925,                0.87221,                0.92588,                0.67851,                 0.4853,                0.81177,                0.45996,                0.97095,              0.0087625,              0.0087625,              0.0087625
                     77,                0.45806,                0.73595,                0.37736,                0.89781,                0.90159,                0.86633,                0.92589,                0.82217,                0.90863,                0.87286,                0.92561,                0.67857,                0.48539,                  0.812,                0.45996,                0.97128,               0.008746,               0.008746,               0.008746
                     78,                0.45737,                0.73596,                0.37975,                0.89957,                0.89976,                0.86766,                0.92584,                0.82223,                0.90749,                0.87346,                0.92581,                0.67857,                0.48538,                0.81247,                0.45985,                0.97142,              0.0087295,              0.0087295,              0.0087295
                     79,                0.45763,                0.73231,                0.38006,                0.90129,                0.89905,                0.86819,                0.92587,                0.82256,                0.90591,                0.87481,                0.92571,                0.67912,                0.48508,                 0.8121,                0.45936,                0.97132,               0.008713,               0.008713,               0.008713
                     80,                0.45714,                0.73391,                0.37899,                 0.8981,                0.90072,                0.86729,                0.92597,                0.82259,                0.90685,                0.87435,                0.92598,                0.67973,                0.48454,                0.81212,                0.45887,                0.97082,              0.0086965,              0.0086965,              0.0086965
                     81,                0.45917,                0.73504,                0.38113,                    0.9,                0.90138,                0.86711,                0.92584,                 0.8226,                0.90704,                0.87445,                0.92592,                0.67942,                0.48475,                0.81228,                0.45895,                0.97118,                0.00868,                0.00868,                0.00868
                     82,                0.45717,                0.73445,                0.37863,                0.89786,                0.90224,                0.86614,                0.92594,                0.82282,                0.90845,                0.87386,                0.92616,                0.67947,                0.48482,                 0.8122,                0.45876,                0.97142,              0.0086635,              0.0086635,              0.0086635
                     83,                0.45524,                0.72874,                0.37506,                0.89693,                0.90171,                0.86679,                0.92572,                0.82261,                0.90826,                0.87379,                0.92621,                0.67943,                0.48431,                0.81215,                0.45887,                0.97102,               0.008647,               0.008647,               0.008647
                     84,                 0.4553,                0.73353,                0.37493,                0.89997,                0.90104,                0.86772,                0.92606,                0.82273,                0.90743,                0.87442,                0.92613,                0.67968,                0.48397,                0.81222,                0.45869,                0.97085,              0.0086305,              0.0086305,              0.0086305
                     85,                0.45317,                 0.7294,                0.37601,                0.90021,                0.89905,                0.86909,                0.92584,                0.82256,                0.90604,                0.87585,                0.92645,                0.67924,                0.48393,                0.81224,                 0.4589,                0.97107,               0.008614,               0.008614,               0.008614
                     86,                0.45741,                0.73312,                0.37918,                0.90008,                0.89883,                0.86903,                0.92559,                0.82245,                0.90585,                0.87582,                0.92604,                0.67841,                 0.4839,                0.81275,                0.45905,                0.97145,              0.0085975,              0.0085975,              0.0085975
                     87,                0.45036,                0.72562,                 0.3719,                 0.8967,                0.90042,                0.86769,                0.92537,                0.82234,                0.90747,                0.87448,                0.92618,                0.67859,                0.48401,                0.81296,                0.45928,                0.97178,               0.008581,               0.008581,               0.008581
                     88,                0.45272,                0.73013,                0.37744,                0.89588,                0.90088,                 0.8671,                0.92556,                0.82217,                0.90825,                0.87387,                0.92628,                0.67904,                0.48417,                0.81294,                0.45957,                0.97199,              0.0085645,              0.0085645,              0.0085645
                     89,                0.45275,                0.73289,                0.37869,                0.89828,                0.90301,                0.86467,                0.92521,                0.82213,                0.90955,                0.87218,                0.92619,                0.67921,                0.48415,                0.81254,                0.45966,                0.97239,               0.008548,               0.008548,               0.008548
                     90,                0.45235,                0.73372,                0.37676,                0.89895,                0.90357,                0.86408,                0.92518,                0.82201,                0.90973,                0.87175,                0.92606,                0.67929,                0.48435,                0.81248,                0.45955,                0.97282,              0.0085315,              0.0085315,              0.0085315
                     91,                0.44998,                0.72571,                0.37054,                0.89366,                0.90375,                0.86399,                0.92511,                0.82197,                0.91044,                0.87113,                0.92575,                0.67915,                0.48438,                0.81267,                0.45965,                0.97306,               0.008515,               0.008515,               0.008515
                     92,                0.44961,                0.72501,                0.36989,                 0.8957,                0.90409,                0.86363,                0.92512,                0.82188,                0.91052,                0.87114,                 0.9261,                0.67896,                0.48472,                0.81274,                0.45943,                0.97354,              0.0084985,              0.0084985,              0.0084985
                     93,                0.44814,                0.72129,                0.37137,                0.89597,                0.90308,                0.86464,                0.92517,                0.82185,                0.91041,                0.87115,                0.92601,                0.67875,                  0.485,                0.81305,                0.45883,                0.97402,               0.008482,               0.008482,               0.008482
